,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Term Investments
2020-03-31,6280000000.0,224024000000.0,410293000000.0,413293000000.0,5004000000.0,117873000000.0,828590000000.0,16000000000.0,39085000000.0,176329000000.0,99007000000.0,-3060000000.0,51769000000.0,23817000000.0,200248000000.0,51768000000.0,30421000000.0,-2461000000.0,517992000000.0,161293000000.0,91256000000.0,407013000000.0,42751000000.0,100556000000.0,55640000000.0,32460000000.0,
2019-03-31,5215000000.0,233983000000.0,380740000000.0,414853000000.0,5890000000.0,117339000000.0,801483000000.0,16000000000.0,38487000000.0,160558000000.0,113307000000.0,4312000000.0,55088000000.0,16971000000.0,172314000000.0,55086000000.0,3845000000.0,4312000000.0,461321000000.0,181627000000.0,98232000000.0,409638000000.0,54912000000.0,95119000000.0,51331000000.0,33132000000.0,19926000000.0
2018-03-31,5908000000.0,234270000000.0,366373000000.0,377163000000.0,6037000000.0,106664000000.0,749573000000.0,16000000000.0,36609000000.0,124997000000.0,124647000000.0,1896000000.0,55032000000.0,15064000000.0,164725000000.0,55030000000.0,5793000000.0,1896000000.0,390690000000.0,206736000000.0,91207000000.0,371255000000.0,45012000000.0,77001000000.0,44974000000.0,38480000000.0,65077000000.0
2017-03-31,5824000000.0,234263000000.0,328222000000.0,343039000000.0,5408000000.0,87968000000.0,676669000000.0,16000000000.0,33069000000.0,86987000000.0,116243000000.0,5789000000.0,58103000000.0,7337000000.0,134945000000.0,58102000000.0,791000000.0,5789000000.0,326081000000.0,198606000000.0,88055000000.0,337215000000.0,57180000000.0,77034000000.0,36171000000.0,37089000000.0,64849000000.0
