Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-01-01,1378.9052734375,1378.9052734375,1378.9052734375,1378.9052734375,0,0.0,0
2001-01-02,1378.9052734375,1378.9052734375,1378.9052734375,1378.9052734375,0,0.0,0
2001-01-03,1378.9052734375,1378.9052734375,1378.9052734375,1378.9052734375,0,0.0,0
2001-01-04,1356.7245029025607,1378.9052849663628,1330.846923828125,1330.846923828125,151000,0.0,0
2001-01-05,1264.3045172170432,1330.8468602284665,1264.3045172170432,1319.7564697265625,525000,0.0,0
2001-01-08,1319.7564697265625,1319.7564697265625,1319.7564697265625,1319.7564697265625,0,0.0,0
2001-01-09,1186.6717919615744,1212.549369979428,1166.70908891923,1179.2781982421875,650000,0.0,0
2001-01-10,1117.1718998927695,1131.2197265625,1066.8954676011028,1131.2197265625,1063000,0.0,0
2001-01-11,1123.8261335784314,1153.4005055147059,1103.1240732230392,1131.2197265625,666000,0.0,0
2001-01-12,1153.4006383245262,1337.5011248263256,1153.4006383245262,1268.0013427734375,705000,0.0,0
2001-01-15,1360.4210117403313,1389.9953815607735,1338.240234375,1338.240234375,789000,0.0,0
2001-01-16,1316.0594654912534,1360.4210205078125,1293.8786879829738,1360.4210205078125,343000,0.0,0
2001-01-17,1301.2725477430556,1341.937314860026,1293.878953721788,1330.846923828125,322000,0.0,0
2001-01-18,1338.24068622689,1463.192440907743,1338.24068622689,1412.1766357421875,732000,0.0,0
2001-01-19,1443.2294859490173,1519.3835008325975,1443.2294859490173,1504.5963134765625,569000,0.0,0
2001-01-22,1430.660274308612,1456.5378503296981,1417.351806640625,1417.351806640625,190000,0.0,0
2001-01-23,1375.2084764577749,1395.910539544236,1373.7297576658848,1378.9052734375,349000,0.0,0
2001-01-24,1384.8200738118062,1446.186900360861,1384.8200738118062,1407.0008544921875,205000,0.0,0
2001-01-25,1426.963540906104,1463.9315082870912,1424.006103515625,1424.006103515625,429000,0.0,0
2001-01-26,1379.64448672358,1460.2346523467688,1368.554096958921,1435.096435546875,415000,0.0,0
2001-01-29,1368.5540565614442,1388.516757548564,1364.1179007865287,1367.814697265625,235000,0.0,0
2001-01-30,1345.6340742058865,1382.6020432774767,1343.415996061591,1347.11279296875,187000,0.0,0
2001-01-31,1353.7671295283328,1360.421364463207,1346.37353515625,1346.37353515625,298000,0.0,0
2001-02-01,1302.011646656209,1308.6658799440602,1271.697917233776,1273.1766357421875,429000,0.0,0
2001-02-02,1262.0862211360698,1273.1766097225027,1258.389424940592,1259.1287841796875,362000,0.0,0
2001-02-05,1221.4215136133982,1250.2565251333272,1221.4215136133982,1234.72998046875,145000,0.0,0
2001-02-06,1221.4216729221575,1248.0386101044805,1221.4216729221575,1227.3365478515625,196000,0.0,0
2001-02-07,1221.4216284775152,1235.4694559236852,1212.54931640625,1212.54931640625,241000,0.0,0
2001-02-08,1190.3684626450963,1201.4588520486222,1170.40576171875,1170.40576171875,196000,0.0,0
2001-02-09,1148.2251708836588,1234.7302223926017,1148.2251708836588,1221.4217529296875,375000,0.0,0
2001-02-12,1221.4217529296875,1221.4217529296875,1221.4217529296875,1221.4217529296875,0,0.0,0
2001-02-13,1256.9108185604493,1264.304411610805,1226.5970870539913,1228.0758056640625,343000,0.0,0
2001-02-14,1241.3842745611034,1241.3842745611034,1227.3364477495127,1232.511962890625,203000,0.0,0
2001-02-15,1220.6820510101318,1245.8202640533445,1182.9747314453125,1182.9747314453125,154000,0.0,0
2001-02-16,1219.942767946191,1223.6395642126947,1205.1555828801766,1216.2459716796875,328000,0.0,0
2001-02-19,1205.1555290084784,1250.2564414437652,1182.9747524009604,1231.7724609375,145000,0.0,0
2001-02-20,1205.1559259588068,1231.7728666548296,1201.4591286399148,1219.943115234375,94000,0.0,0
2001-02-21,1222.1612347831772,1230.294189158625,1221.4218752945003,1225.8580322265625,221000,0.0,0
