,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-03-31,4915000000.0,29147000000.0,189815000000.0,492055000000.0,1152000000.0,71540000000.0,683022000000.0,26411000000.0,26951000000.0,393785000000.0,27531000000.0,42712000000.0,993000000.0,42422000000.0,162225000000.0,992000000.0,43019000000.0,98662000000.0,434229000000.0,144223000000.0,487140000000.0,136409000000.0,207995000000.0,59000000.0,20452000000.0,73889000000.0
2020-03-31,5136000000.0,29136000000.0,190045000000.0,462933000000.0,1301000000.0,65828000000.0,654279000000.0,26411000000.0,10519000000.0,388879000000.0,20444000000.0,18507000000.0,1393000000.0,50791000000.0,169575000000.0,1392000000.0,28317000000.0,99584000000.0,416800000000.0,131366000000.0,457797000000.0,117002000000.0,218910000000.0,26000000.0,19578000000.0,87705000000.0
2019-03-31,2351000000.0,29184000000.0,183800000000.0,449111000000.0,1153000000.0,54485000000.0,634064000000.0,26411000000.0,6889000000.0,363104000000.0,29673000000.0,30412000000.0,959000000.0,40255000000.0,154127000000.0,958000000.0,31465000000.0,97582000000.0,395496000000.0,137676000000.0,446760000000.0,110000000000.0,220124000000.0,,18228000000.0,83908000000.0
2018-03-31,2041000000.0,29623000000.0,173109000000.0,432067000000.0,1159000000.0,51269000000.0,606335000000.0,26411000000.0,10451000000.0,340873000000.0,36641000000.0,35160000000.0,653000000.0,45876000000.0,136468000000.0,652000000.0,36209000000.0,98834000000.0,369888000000.0,134919000000.0,430026000000.0,102000000000.0,197612000000.0,,13949000000.0,68764000000.0
