,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-12-31,783000000.0,15046000000.0,44191000000.0,192884000000.0,4757000000.0,14112000000.0,241832000000.0,20886000000.0,997000000.0,147893000000.0,6154000000.0,9059000000.0,69000000.0,48564000000.0,33337000000.0,67000000.0,9266000000.0,78301000000.0,131376000000.0,31303000000.0,192101000000.0,25000000000.0,39721000000.0,4473000000.0,17094000000.0,12130000000.0
2019-12-31,727000000.0,16411000000.0,48633000000.0,193763000000.0,4815000000.0,15794000000.0,247211000000.0,20886000000.0,1311000000.0,146252000000.0,6440000000.0,10214000000.0,74000000.0,32989000000.0,32911000000.0,73000000.0,10516000000.0,74376000000.0,138959000000.0,33075000000.0,193036000000.0,44000000000.0,42498000000.0,9031000000.0,18161000000.0,14413000000.0
2018-12-31,640000000.0,16499000000.0,50677000000.0,186418000000.0,4876000000.0,15802000000.0,241971000000.0,20886000000.0,2380000000.0,139682000000.0,6547000000.0,9351000000.0,43000000.0,32676000000.0,34847000000.0,42000000.0,9647000000.0,67083000000.0,142712000000.0,31493000000.0,185778000000.0,46000000000.0,45115000000.0,9189000000.0,16541000000.0,16472000000.0
2017-12-31,505000000.0,16498000000.0,51852000000.0,182624000000.0,4862000000.0,15314000000.0,239338000000.0,20886000000.0,2084000000.0,130488000000.0,9085000000.0,14752000000.0,51000000.0,29636000000.0,37032000000.0,50000000.0,15041000000.0,62663000000.0,137273000000.0,38846000000.0,182119000000.0,47000000000.0,42548000000.0,5647000000.0,16005000000.0,15149000000.0
