,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-05-31,7095800000.0,1348600000.0,21912600000.0,8058500000.0,835600000.0,457700000.0,30806700000.0,75500000.0,122400000.0,15982100000.0,3215100000.0,13923200000.0,-9347700000.0,153900000.0,1677800000.0,7491500000.0,2331400000.0,-2914400000.0,3945800000.0,5121300000.0,566700000.0,-12960500000.0,1700300000.0,10928900000.0,1426300000.0,3247700000.0
2019-05-26,7166800000.0,1386700000.0,22191800000.0,7054500000.0,864900000.0,445300000.0,30111200000.0,75500000.0,58300000.0,14996700000.0,3479900000.0,13995800000.0,-9404400000.0,522000000.0,450000000.0,7087100000.0,1396500000.0,-2625400000.0,3787200000.0,4186500000.0,452900000.0,-14108100000.0,1929900000.0,11624800000.0,1559300000.0,2854100000.0
2018-05-27,7445100000.0,1202500000.0,23355400000.0,6141100000.0,1127500000.0,491500000.0,30624000000.0,75500000.0,58300000.0,14459600000.0,3344800000.0,14065000000.0,-9596500000.0,443400000.0,399000000.0,7341900000.0,1600100000.0,-2429000000.0,4047200000.0,4123700000.0,499600000.0,-15369000000.0,1858600000.0,12668700000.0,1642200000.0,2746200000.0
2017-05-28,4530400000.0,1120900000.0,16216200000.0,4327900000.0,1268500000.0,479200000.0,21812600000.0,75500000.0,49000000.0,13138900000.0,3242500000.0,8747200000.0,-10007400000.0,280600000.0,766100000.0,5330800000.0,604700000.0,-2244500000.0,3687700000.0,4061400000.0,505300000.0,-8949700000.0,1593800000.0,7642900000.0,1483600000.0,2119800000.0
