,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt
2021-03-31,66726000000.0,6350199000000.0,1684527000000.0,41029000000.0,1156678000000.0,8075755000000.0,489320000000.0,266221000000.0,1127814000000.0,1156491000000.0,667000000.0,326787000000.0,249281000000.0,1749177000000.0,326785000000.0,97512000000.0,5718502000000.0,1003987000000.0,1026479000000.0,1684527000000.0,305586000000.0,3444531000000.0,182899000000.0,145407000000.0,
2020-03-31,66678000000.0,5970976000000.0,1600793000000.0,40960000000.0,586130000000.0,7612729000000.0,489320000000.0,183097000000.0,1063517000000.0,1156170000000.0,-18722000000.0,348886000000.0,279542000000.0,1686464000000.0,348883000000.0,78106000000.0,5419155000000.0,919736000000.0,924952000000.0,1600793000000.0,284333000000.0,3128342000000.0,172764000000.0,129739000000.0,527801000000.0
2019-03-31,66656000000.0,5724418000000.0,1514243000000.0,18702000000.0,575918000000.0,7257363000000.0,489320000000.0,176134000000.0,979669000000.0,1165648000000.0,-21402000000.0,372909000000.0,180628000000.0,1633925000000.0,372906000000.0,75404000000.0,5217682000000.0,830687000000.0,836085000000.0,1514243000000.0,309988000000.0,2924845000000.0,163937000000.0,125429000000.0,512529000000.0
2018-03-31,66725000000.0,5512292000000.0,1454087000000.0,18709000000.0,568295000000.0,6985088000000.0,489320000000.0,244687000000.0,904806000000.0,1106001000000.0,-6764000000.0,334605000000.0,159685000000.0,1631266000000.0,334601000000.0,89740000000.0,5030668000000.0,801288000000.0,818527000000.0,1454087000000.0,267789000000.0,2775025000000.0,129127000000.0,126414000000.0,632988000000.0
