,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,37351000000.0,10646000000.0,298235000000.0,305321000000.0,7921000000.0,24989000000.0,611477000000.0,9699000000.0,11860000000.0,257067000000.0,25180000000.0,35246000000.0,27909000000.0,2478000000.0,51408000000.0,200434000000.0,2085000000.0,1277000000.0,32980000000.0,74309000000.0,379337000000.0,82756000000.0,232724000000.0,220384000000.0,72621000000.0,95685000000.0,108285000000.0
2019-03-31,13413000000.0,10647000000.0,254739000000.0,307673000000.0,4934000000.0,21055000000.0,567346000000.0,9699000000.0,10654000000.0,247617000000.0,25296000000.0,23866000000.0,39710000000.0,2535000000.0,44068000000.0,201866000000.0,2290000000.0,10949000000.0,44780000000.0,66467000000.0,365827000000.0,95238000000.0,270394000000.0,230104000000.0,27577000000.0,81001000000.0,117256000000.0
2018-03-31,15612000000.0,11158000000.0,262641000000.0,303636000000.0,5168000000.0,21286000000.0,571445000000.0,9699000000.0,13739000000.0,232534000000.0,31695000000.0,25478000000.0,50245000000.0,1725000000.0,43303000000.0,193040000000.0,1614000000.0,11067000000.0,53359000000.0,67225000000.0,356109000000.0,105296000000.0,262546000000.0,225397000000.0,37906000000.0,73670000000.0,118028000000.0
2017-03-31,17708000000.0,11590000000.0,235578000000.0,290216000000.0,4981000000.0,18051000000.0,530775000000.0,9699000000.0,12058000000.0,219721000000.0,29006000000.0,23034000000.0,49206000000.0,2008000000.0,39830000000.0,166494000000.0,1524000000.0,13522000000.0,50543000000.0,67619000000.0,321215000000.0,99191000000.0,249474000000.0,206208000000.0,40078000000.0,63119000000.0,102076000000.0
