,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-03-31,18468000000.0,114433000000.0,1334956000000.0,584734000000.0,1616000000.0,102106000000.0,1921306000000.0,118043000000.0,48105000000.0,369597000000.0,154134000000.0,-17339000000.0,58866000000.0,70624000000.0,269322000000.0,23097000000.0,10000000000.0,12786000000.0,714223000000.0,1043321000000.0,86428000000.0,566266000000.0,29771000000.0,19621000000.0,911500000000.0,875200000000.0,61162000000.0
2020-03-31,20223000000.0,111065000000.0,1236155000000.0,552027000000.0,13091000000.0,106988000000.0,1801273000000.0,117822000000.0,57885000000.0,342081000000.0,156087000000.0,-18941000000.0,22696000000.0,78401000000.0,302068000000.0,22696000000.0,20000000000.0,8398000000.0,756321000000.0,906726000000.0,95307000000.0,531804000000.0,,56322000000.0,778000000000.0,714118000000.0,94197000000.0
2019-03-31,18104000000.0,110537000000.0,1217895000000.0,529093000000.0,12467000000.0,89775000000.0,1759455000000.0,117293000000.0,50277000000.0,307570000000.0,151522000000.0,-6307000000.0,20864000000.0,81351000000.0,231873000000.0,20863000000.0,,12480000000.0,787033000000.0,849528000000.0,83926000000.0,510989000000.0,37000000000.0,44628000000.0,834500000000.0,636272000000.0,53927000000.0
2018-03-31,12364000000.0,110316000000.0,1158711000000.0,503914000000.0,11067000000.0,81929000000.0,1673692000000.0,117072000000.0,43831000000.0,275299000000.0,149017000000.0,1227000000.0,14526000000.0,52347000000.0,234194000000.0,14525000000.0,,11231000000.0,848374000000.0,724547000000.0,73881000000.0,491550000000.0,9000000000.0,26881000000.0,775500000000.0,592488000000.0,41696000000.0
