,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable
2020-03-31,3316000000.0,464000000.0,20014000000.0,42909000000.0,394000000.0,6708000000.0,63317000000.0,916000000.0,1140000000.0,43515000000.0,720000000.0,3741000000.0,-1986000000.0,721000000.0,29504000000.0,12877000000.0,722000000.0,43000000.0,210000000.0,10436000000.0,39115000000.0,5988000000.0,35852000000.0,76000000.0,8395000000.0,124000000.0,2719000000.0
2019-03-31,3296000000.0,464000000.0,10301000000.0,40538000000.0,403000000.0,5721000000.0,51242000000.0,916000000.0,1502000000.0,40490000000.0,360000000.0,3799000000.0,-1332000000.0,304000000.0,26422000000.0,9802000000.0,304000000.0,139000000.0,418000000.0,1384000000.0,36629000000.0,5830000000.0,33443000000.0,29000000.0,8676000000.0,139000000.0,2446000000.0
2018-03-31,3448000000.0,441000000.0,8862000000.0,33573000000.0,335000000.0,5243000000.0,42770000000.0,916000000.0,882000000.0,33060000000.0,336000000.0,3799000000.0,-844000000.0,142000000.0,21029000000.0,8291000000.0,142000000.0,156000000.0,411000000.0,1128000000.0,29559000000.0,4694000000.0,26326000000.0,36000000.0,7612000000.0,235000000.0,1787000000.0
2017-03-31,1961000000.0,819000000.0,6732000000.0,35175000000.0,222000000.0,5777000000.0,42129000000.0,915000000.0,723000000.0,36174000000.0,238000000.0,190000000.0,-2733000000.0,144000000.0,30890000000.0,6494000000.0,141000000.0,,286000000.0,913000000.0,37041000000.0,1880000000.0,33024000000.0,,5428000000.0,,296000000.0
