,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,6167000000.0,4488000000.0,173823000000.0,173941000000.0,200000000.0,34324000000.0,347964000000.0,54044000000.0,12458000000.0,130908000000.0,4469000000.0,-15499000000.0,4986000000.0,37770000000.0,136878000000.0,4980000000.0,3614000000.0,2462000000.0,60893000000.0,238543000000.0,37375000000.0,167774000000.0,82056000000.0,30204000000.0,106259000000.0,66394000000.0
2019-03-31,6886000000.0,4488000000.0,201783000000.0,179115000000.0,17000000.0,43578000000.0,380915000000.0,54044000000.0,14105000000.0,130274000000.0,5565000000.0,-9691000000.0,3761000000.0,32193000000.0,160852000000.0,3754000000.0,1504000000.0,8353000000.0,61398000000.0,263264000000.0,45606000000.0,172229000000.0,100165000000.0,33848000000.0,116801000000.0,94530000000.0
2018-03-31,4953000000.0,4546000000.0,195315000000.0,170838000000.0,40000000.0,49898000000.0,366193000000.0,54044000000.0,17232000000.0,117358000000.0,12701000000.0,-5110000000.0,445000000.0,53114000000.0,175529000000.0,438000000.0,5679000000.0,12975000000.0,48973000000.0,261485000000.0,50337000000.0,165885000000.0,84819000000.0,5227000000.0,106320000000.0,115110000000.0
2017-03-31,2904000000.0,4600000000.0,157744000000.0,142804000000.0,111000000.0,43298000000.0,300659000000.0,54044000000.0,16025000000.0,92936000000.0,9068000000.0,-8776000000.0,543000000.0,48832000000.0,135575000000.0,536000000.0,4079000000.0,6523000000.0,41757000000.0,215159000000.0,40296000000.0,139900000000.0,58582000000.0,10906000000.0,91720000000.0,84301000000.0
