,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-03-31,87839000000.0,407329000000.0,2195563000000.0,1007233000000.0,5087000000.0,2057000000.0,164057000000.0,3207883000000.0,467601000000.0,98908000000.0,145101000000.0,209742000000.0,22346000000.0,-12798000000.0,265813000000.0,223342000000.0,503405000000.0,219618000000.0,69443000000.0,46537000000.0,1446307000000.0,1226302000000.0,159276000000.0,897048000000.0,742377000000.0,122820000000.0,1473252000000.0,38855000000.0,161507000000.0
2020-03-31,101062000000.0,258470000000.0,1491283000000.0,1061028000000.0,7842000000.0,800000000.0,215184000000.0,2560153000000.0,318789000000.0,144073000000.0,550839000000.0,226182000000.0,24461000000.0,-67070000000.0,105893000000.0,109447000000.0,530546000000.0,99824000000.0,104057000000.0,-7635000000.0,1580326000000.0,571162000000.0,177249000000.0,935505000000.0,129200000000.0,121130000000.0,721900000000.0,67312000000.0,185897000000.0
2019-03-31,104048000000.0,258448000000.0,1577809000000.0,1099413000000.0,9900000000.0,500000000.0,307681000000.0,2687122000000.0,318789000000.0,137738000000.0,548439000000.0,216214000000.0,51132000000.0,-26263000000.0,90532000000.0,68301000000.0,685933000000.0,85307000000.0,107883000000.0,32769000000.0,1547070000000.0,700230000000.0,194110000000.0,944233000000.0,225360000000.0,206701000000.0,661830000000.0,62130000000.0,223685000000.0
2018-03-31,99902000000.0,268208000000.0,1561910000000.0,988661000000.0,11891000000.0,490000000.0,282293000000.0,2562462000000.0,318789000000.0,130791000000.0,457746000000.0,215562000000.0,55336000000.0,-56082000000.0,70909000000.0,78036000000.0,648080000000.0,65698000000.0,94738000000.0,2933000000.0,1433101000000.0,751171000000.0,152043000000.0,833423000000.0,279540000000.0,200334000000.0,683185000000.0,62470000000.0,220330000000.0
