,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,75532000000.0,372162000000.0,4908835000000.0,2410133000000.0,76391000000.0,452745000000.0,7395359000000.0,339766000000.0,244349000000.0,1070239000000.0,827900000000.0,627966000000.0,33533000000.0,183412000000.0,1039761000000.0,25945000000.0,102500000000.0,642330000000.0,3677609000000.0,2393566000000.0,1215119000000.0,2334601000000.0,219000000.0,63833000000.0,3041174000000.0,1901753000000.0,147075000000.0
2019-03-31,70156000000.0,403268000000.0,4381927000000.0,2343797000000.0,77007000000.0,529374000000.0,6802731000000.0,339766000000.0,237053000000.0,962153000000.0,819077000000.0,638610000000.0,31161000000.0,174250000000.0,1109358000000.0,24430000000.0,79200000000.0,659698000000.0,3430326000000.0,2117238000000.0,1153850000000.0,2273641000000.0,949000000.0,69863000000.0,2453492000000.0,1635123000000.0,126868000000.0
2018-03-31,74286000000.0,409764000000.0,4013590000000.0,2205971000000.0,81727000000.0,491348000000.0,6301288000000.0,339766000000.0,234559000000.0,834497000000.0,793600000000.0,621944000000.0,20435000000.0,100889000000.0,1064693000000.0,12673000000.0,51150000000.0,628023000000.0,3244641000000.0,1927962000000.0,1033964000000.0,2131685000000.0,181000000.0,65016000000.0,2155297000000.0,1527317000000.0,123988000000.0
2017-03-31,,413231000000.0,3513819000000.0,1985740000000.0,71192000000.0,358510000000.0,5570751000000.0,339767000000.0,204368000000.0,722364000000.0,719338000000.0,510378000000.0,251876000000.0,148547000000.0,910966000000.0,12072000000.0,257030000000.0,516623000000.0,2945765000000.0,1745309000000.0,627801000000.0,1985740000000.0,7011000000.0,41257000000.0,1883515000000.0,1344126000000.0,113682000000.0
