,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-02-28,1177000000.0,2352000000.0,46052000000.0,252299000000.0,1510000000.0,19823000000.0,299861000000.0,8473000000.0,4293000000.0,233376000000.0,15605000000.0,8098000000.0,8669000000.0,91354000000.0,30057000000.0,1047000000.0,19593000000.0,37352000000.0,198061000000.0,54602000000.0,251122000000.0,44643000000.0,39203000000.0,296000000.0,18568000000.0,7672000000.0
2020-02-29,1469000000.0,2272000000.0,56657000000.0,249274000000.0,1470000000.0,19196000000.0,307401000000.0,8473000000.0,2957000000.0,230929000000.0,15104000000.0,7600000000.0,1289000000.0,107051000000.0,41055000000.0,1287000000.0,19330000000.0,38596000000.0,209251000000.0,56796000000.0,247805000000.0,34878000000.0,48907000000.0,368000000.0,15458000000.0,19024000000.0
2019-02-28,1990000000.0,5914000000.0,49352000000.0,246865000000.0,1295000000.0,13184000000.0,297512000000.0,8473000000.0,6920000000.0,248687000000.0,18495000000.0,-16209000000.0,391000000.0,110283000000.0,30354000000.0,388000000.0,24677000000.0,39556000000.0,193569000000.0,62006000000.0,244875000000.0,20946000000.0,39662000000.0,433000000.0,15758000000.0,14154000000.0
2018-02-28,4100000000.0,5914000000.0,54687000000.0,243999000000.0,1227000000.0,17863000000.0,299913000000.0,8473000000.0,6201000000.0,236342000000.0,19181000000.0,-6730000000.0,354000000.0,117189000000.0,34938000000.0,353000000.0,27979000000.0,40064000000.0,190065000000.0,65330000000.0,239899000000.0,14759000000.0,34946000000.0,504000000.0,16970000000.0,13911000000.0
