,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt
2020-03-31,14023000000.0,22787000000.0,521586000000.0,240280000000.0,32750000000.0,82546000000.0,794616000000.0,69395000000.0,23803000000.0,165101000000.0,76366000000.0,2072000000.0,-17003000000.0,14727000000.0,54357000000.0,319647000000.0,14726000000.0,-16405000000.0,254219000000.0,386179000000.0,123396000000.0,224185000000.0,899000000.0,191259000000.0,125573000000.0,115861000000.0,111586000000.0,
2019-03-31,9453000000.0,22535000000.0,538111000000.0,247658000000.0,32252000000.0,93489000000.0,818021000000.0,69395000000.0,32368000000.0,151744000000.0,67192000000.0,2751000000.0,3984000000.0,13646000000.0,44628000000.0,331621000000.0,13644000000.0,4584000000.0,229360000000.0,420513000000.0,142298000000.0,235454000000.0,2371000000.0,218257000000.0,139298000000.0,122889000000.0,131422000000.0,
2018-03-31,8762000000.0,22271000000.0,543753000000.0,236517000000.0,35552000000.0,89670000000.0,815822000000.0,69395000000.0,38577000000.0,128130000000.0,71190000000.0,2542000000.0,16721000000.0,3621000000.0,50635000000.0,330336000000.0,3618000000.0,17334000000.0,216728000000.0,426122000000.0,158047000000.0,225213000000.0,,223120000000.0,142227000000.0,113790000000.0,124387000000.0,10000000000.0
2017-03-31,6593000000.0,21562000000.0,513076000000.0,206712000000.0,30338000000.0,84967000000.0,750126000000.0,69395000000.0,33192000000.0,103942000000.0,67478000000.0,3149000000.0,11813000000.0,5557000000.0,47165000000.0,293364000000.0,4013000000.0,12446000000.0,205490000000.0,382398000000.0,146939000000.0,196970000000.0,54000000.0,197633000000.0,152234000000.0,104354000000.0,108087000000.0,10000000000.0
