,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt
2020-03-31,165004000000.0,461636000000.0,2686374000000.0,1150009000000.0,50555000000.0,507279000000.0,3886938000000.0,168351000000.0,203186000000.0,408064000000.0,389821000000.0,167104000000.0,111958000000.0,118114000000.0,132247000000.0,1648420000000.0,38287000000.0,114000000000.0,1478122000000.0,1550288000000.0,408306000000.0,817901000000.0,591960000000.0,648133000000.0,622895000000.0,475664000000.0,
2019-03-31,17536000000.0,130876000000.0,2011377000000.0,842099000000.0,36831000000.0,419740000000.0,2890307000000.0,168351000000.0,94801000000.0,466750000000.0,234409000000.0,7214000000.0,76122000000.0,131437000000.0,91850000000.0,1195800000000.0,56619000000.0,132144000000.0,992028000000.0,1225427000000.0,516665000000.0,817349000000.0,452215000000.0,581168000000.0,586561000000.0,399176000000.0,10000000000.0
2018-03-31,14045000000.0,130875000000.0,2014337000000.0,868700000000.0,37228000000.0,419182000000.0,2920265000000.0,168351000000.0,113153000000.0,403745000000.0,265449000000.0,6723000000.0,165729000000.0,106417000000.0,88424000000.0,1162717000000.0,50066000000.0,165862000000.0,1006782000000.0,1222966000000.0,563332000000.0,847932000000.0,485753000000.0,586171000000.0,535636000000.0,429550000000.0,25000000000.0
2017-03-31,14501000000.0,71131000000.0,2021701000000.0,583800000000.0,36132000000.0,333558000000.0,2641633000000.0,108606000000.0,112713000000.0,249549000000.0,297608000000.0,7623000000.0,154514000000.0,93855000000.0,91423000000.0,1144978000000.0,57188000000.0,154645000000.0,1022086000000.0,959770000000.0,543798000000.0,561676000000.0,324773000000.0,579115000000.0,430861000000.0,331602000000.0,10000000000.0
