,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,6518000000.0,19919000000.0,252920000000.0,181486000000.0,1655000000.0,39397000000.0,436061000000.0,21760000000.0,6465000000.0,137767000000.0,23284000000.0,2040000000.0,7414000000.0,8680000000.0,149890000000.0,7150000000.0,8628000000.0,2730000000.0,251226000000.0,145403000000.0,25500000000.0,174968000000.0,61441000000.0,77729000000.0,68817000000.0,56621000000.0
2019-03-31,6525000000.0,19886000000.0,263090000000.0,167635000000.0,1531000000.0,39208000000.0,432256000000.0,21731000000.0,6810000000.0,121831000000.0,23289000000.0,4187000000.0,5079000000.0,3685000000.0,162510000000.0,4793000000.0,14486000000.0,4889000000.0,252130000000.0,140077000000.0,28445000000.0,161110000000.0,65314000000.0,75275000000.0,64268000000.0,59540000000.0
2018-03-31,6333000000.0,19858000000.0,257362000000.0,157754000000.0,1347000000.0,45298000000.0,416463000000.0,21704000000.0,15391000000.0,110291000000.0,24244000000.0,5901000000.0,1629000000.0,10139000000.0,158154000000.0,1302000000.0,7692000000.0,6497000000.0,232671000000.0,146236000000.0,29594000000.0,151421000000.0,61257000000.0,72864000000.0,59449000000.0,61463000000.0
2017-03-31,6105000000.0,19877000000.0,242521000000.0,142235000000.0,610000000.0,34572000000.0,385366000000.0,21704000000.0,14234000000.0,96736000000.0,22819000000.0,3918000000.0,1508000000.0,7378000000.0,154778000000.0,1150000000.0,21581000000.0,4461000000.0,225707000000.0,126418000000.0,25628000000.0,136130000000.0,53302000000.0,62522000000.0,51504000000.0,57722000000.0
