,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-02-28,295990000000.0,409069000000.0,4115497000000.0,2668983000000.0,162352000000.0,2586000000.0,1404385000000.0,6946832000000.0,50000000000.0,531938000000.0,2198805000000.0,405472000000.0,349882000000.0,11109000000.0,611223000000.0,2176725000000.0,2782433000000.0,44352000000.0,213664000000.0,21960000000.0,2206023000000.0,3350223000000.0,133491000000.0,2023111000000.0,12427000000.0,310789000000.0,927592000000.0,161325000000.0,385289000000.0
2020-02-29,249264000000.0,409262000000.0,3239665000000.0,2601927000000.0,155295000000.0,2424000000.0,1283503000000.0,5996887000000.0,50000000000.0,429636000000.0,2106920000000.0,397427000000.0,359618000000.0,35745000000.0,611681000000.0,1347538000000.0,2157172000000.0,57071000000.0,168437000000.0,47058000000.0,2183375000000.0,2471921000000.0,121028000000.0,1993045000000.0,10195000000.0,345047000000.0,685066000000.0,178094000000.0,410793000000.0
2019-02-28,236518000000.0,409859000000.0,3122817000000.0,2524200000000.0,148285000000.0,101000000.0,1138350000000.0,5795302000000.0,50000000000.0,369779000000.0,2015630000000.0,324683000000.0,371969000000.0,48711000000.0,45597000000.0,1314564000000.0,1992795000000.0,31079000000.0,156688000000.0,53391000000.0,2118630000000.0,2353042000000.0,669546000000.0,1915713000000.0,,431813000000.0,805339000000.0,181019000000.0,411602000000.0
2018-02-28,210733000000.0,409128000000.0,2919608000000.0,2429888000000.0,145454000000.0,,873220000000.0,5494950000000.0,50000000000.0,124810000000.0,1894444000000.0,254918000000.0,251233000000.0,76316000000.0,586811000000.0,1300383000000.0,1944007000000.0,28375000000.0,173816000000.0,81047000000.0,1989455000000.0,2340207000000.0,116511000000.0,1967922000000.0,,482225000000.0,720683000000.0,176988000000.0,617899000000.0
