,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt
2021-03-31,46733000000.0,109021000000.0,455751000000.0,667067000000.0,27325000000.0,115901000000.0,1150143000000.0,100002000000.0,18626000000.0,441087000000.0,47209000000.0,50914000000.0,16957000000.0,20875000000.0,76649000000.0,282278000000.0,5347000000.0,60371000000.0,351394000000.0,505571000000.0,174656000000.0,569420000000.0,10805000000.0,169461000000.0,111207000000.0,222909000000.0,92542000000.0,
2020-03-31,43723000000.0,109273000000.0,468079000000.0,609372000000.0,24901000000.0,101744000000.0,1102352000000.0,100002000000.0,18425000000.0,433017000000.0,57362000000.0,57346000000.0,-32920000000.0,17917000000.0,76819000000.0,334212000000.0,16536000000.0,11219000000.0,337250000000.0,491883000000.0,154233000000.0,508303000000.0,,174213000000.0,62368000000.0,217189000000.0,131775000000.0,19000000.0
2019-03-31,33822000000.0,109221000000.0,390962000000.0,607279000000.0,25465000000.0,92842000000.0,1023706000000.0,100002000000.0,15971000000.0,408008000000.0,54244000000.0,16953000000.0,-9952000000.0,15079000000.0,69882000000.0,311180000000.0,12797000000.0,34385000000.0,309455000000.0,470037000000.0,178360000000.0,556504000000.0,,187674000000.0,18622000000.0,192187000000.0,130440000000.0,16000000.0
2018-03-31,33457000000.0,109031000000.0,386358000000.0,588036000000.0,24720000000.0,88753000000.0,999114000000.0,100002000000.0,32186000000.0,374101000000.0,62290000000.0,17640000000.0,4902000000.0,4009000000.0,77996000000.0,299050000000.0,2959000000.0,47363000000.0,279738000000.0,473297000000.0,190973000000.0,536939000000.0,,188896000000.0,18002000000.0,170457000000.0,130819000000.0,16000000.0
