,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Accounts Payable
2021-03-31,35977000000.0,39716000000.0,59746909000000.0,321391000000.0,7378000000.0,59678543000000.0,60075678000000.0,11500000000.0,59648631000000.0,271006000000.0,11774000000.0,67374000000.0,-831000000.0,45723000000.0,108209000000.0,59715175000000.0,3385000000.0,32500000000.0,994000000.0,10697000000.0,59893862000000.0,22045000000.0,218040000000.0,116800000000.0,20222000000.0,19960000000.0,4132000000.0
2020-03-31,35045000000.0,39716000000.0,66980928000000.0,298228000000.0,7146000000.0,66908135000000.0,67286302000000.0,11500000000.0,66881372000000.0,242958000000.0,13697000000.0,67374000000.0,4054000000.0,3324000000.0,71883000000.0,66947278000000.0,3321000000.0,,5602000000.0,14798000000.0,67093263000000.0,72498000000.0,195809000000.0,117400000000.0,22608000000.0,19953000000.0,6643000000.0
2019-03-31,33435000000.0,39716000000.0,53777955000000.0,285009000000.0,6441000000.0,53707152000000.0,54069405000000.0,11500000000.0,53683935000000.0,227317000000.0,13936000000.0,67374000000.0,6476000000.0,3665000000.0,63891000000.0,53744073000000.0,3661000000.0,9000000000.0,7689000000.0,7293000000.0,53878639000000.0,78999000000.0,184200000000.0,113100000000.0,17713000000.0,19946000000.0,4421000000.0
2018-03-31,34208000000.0,39716000000.0,41036605000000.0,273771000000.0,5965000000.0,40963029000000.0,41316341000000.0,11500000000.0,40935591000000.0,212691000000.0,15545000000.0,67374000000.0,9864000000.0,3891000000.0,78999000000.0,41001120000000.0,3887000000.0,,10817000000.0,5209000000.0,41119322000000.0,86337000000.0,172189000000.0,86700000000.0,18032000000.0,19940000000.0,5591000000.0
