,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt
2020-03-31,8516000000.0,72639000000.0,352264000000.0,404414000000.0,12183000000.0,32060000000.0,768861000000.0,36294000000.0,26918000000.0,294018000000.0,17948000000.0,437000000.0,1463000000.0,29745000000.0,72399000000.0,213747000000.0,29745000000.0,1636000000.0,319605000000.0,355751000000.0,54807000000.0,395461000000.0,11701000000.0,130213000000.0,96217000000.0,114520000000.0,99802000000.0,
2019-03-31,6465000000.0,72672000000.0,336030000000.0,401014000000.0,4344000000.0,32843000000.0,741388000000.0,36294000000.0,31439000000.0,286934000000.0,17799000000.0,632000000.0,5114000000.0,28004000000.0,48108000000.0,233968000000.0,28004000000.0,5316000000.0,289898000000.0,358263000000.0,58126000000.0,393917000000.0,12041000000.0,153260000000.0,75826000000.0,113415000000.0,111573000000.0,10061000000.0
2018-03-31,10457000000.0,63190000000.0,308937000000.0,440793000000.0,5346000000.0,43848000000.0,755076000000.0,36291000000.0,9901000000.0,337665000000.0,17172000000.0,,3647000000.0,13509000000.0,74853000000.0,229314000000.0,13509000000.0,3663000000.0,307558000000.0,363693000000.0,59859000000.0,430336000000.0,,151034000000.0,62451000000.0,127905000000.0,113654000000.0,8051000000.0
2017-03-31,4715000000.0,58873000000.0,311920000000.0,404126000000.0,4230000000.0,31913000000.0,720276000000.0,31806000000.0,17240000000.0,311483000000.0,17509000000.0,,1964000000.0,7627000000.0,101255000000.0,217753000000.0,7627000000.0,2005000000.0,283364000000.0,379398000000.0,45172000000.0,399411000000.0,,128206000000.0,76658000000.0,132697000000.0,101857000000.0,12822000000.0
