,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt,Short Term Investments
2021-03-31,28545000000.0,2724824000000.0,657194000000.0,3151000000.0,450138000000.0,3385169000000.0,197024000000.0,49230000000.0,451942000000.0,178438000000.0,-20317000000.0,56150000000.0,59885000000.0,676029000000.0,56148000000.0,18549000000.0,2672461000000.0,296254000000.0,360304000000.0,657194000000.0,133298000000.0,1870357000000.0,53841000000.0,68696000000.0,,
2020-03-31,28544000000.0,2618677000000.0,643317000000.0,3380000000.0,211571000000.0,3265374000000.0,197024000000.0,37008000000.0,455867000000.0,179117000000.0,-38118000000.0,60490000000.0,67401000000.0,531293000000.0,60487000000.0,673000000.0,2589824000000.0,289338000000.0,325722000000.0,643317000000.0,128290000000.0,1908267000000.0,56639000000.0,56223000000.0,196089000000.0,
2019-03-31,17048000000.0,2703011000000.0,555507000000.0,3147000000.0,213706000000.0,3261665000000.0,185527000000.0,35033000000.0,384711000000.0,263437000000.0,-31779000000.0,81656000000.0,111459000000.0,636740000000.0,81652000000.0,6996000000.0,2529285000000.0,337572000000.0,313152000000.0,555507000000.0,132488000000.0,1802834000000.0,58592000000.0,48684000000.0,306583000000.0,
2018-03-31,17066000000.0,2598697000000.0,577117000000.0,3628000000.0,214572000000.0,3179442000000.0,185527000000.0,43557000000.0,390477000000.0,255328000000.0,-15953000000.0,64154000000.0,93035000000.0,526158000000.0,64150000000.0,22802000000.0,2491900000000.0,324696000000.0,298692000000.0,577117000000.0,118569000000.0,1817211000000.0,61535000000.0,66552000000.0,167088000000.0,8000000000.0
