,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable
2020-03-31,1218000000.0,23273000000.0,57191000000.0,205299000000.0,1590000000.0,18667000000.0,264080000000.0,19350000000.0,5654000000.0,170886000000.0,6832000000.0,-8210000000.0,331000000.0,78847000000.0,50359000000.0,330000000.0,1831000000.0,88404000000.0,144916000000.0,29211000000.0,204081000000.0,3230000000.0,49945000000.0,7240000000.0,28406000000.0
2019-03-31,820000000.0,23354000000.0,82259000000.0,206246000000.0,1502000000.0,16197000000.0,290007000000.0,19350000000.0,11926000000.0,162557000000.0,26986000000.0,985000000.0,311000000.0,60736000000.0,55273000000.0,309000000.0,5527000000.0,86280000000.0,166472000000.0,36124000000.0,205426000000.0,38724000000.0,46849000000.0,8237000000.0,35777000000.0
2018-03-31,964000000.0,23343000000.0,86622000000.0,200792000000.0,1185000000.0,16920000000.0,288599000000.0,19350000000.0,12669000000.0,155828000000.0,29214000000.0,2271000000.0,184000000.0,55967000000.0,57408000000.0,183000000.0,7070000000.0,84583000000.0,169345000000.0,33523000000.0,199828000000.0,44439000000.0,48933000000.0,7337000000.0,37209000000.0
2017-03-31,1063000000.0,23343000000.0,63619000000.0,193313000000.0,1105000000.0,17500000000.0,258037000000.0,19350000000.0,12959000000.0,151380000000.0,16178000000.0,-760000000.0,1869000000.0,43407000000.0,47441000000.0,1867000000.0,4022000000.0,80474000000.0,152126000000.0,22505000000.0,192250000000.0,44375000000.0,44090000000.0,7295000000.0,26655000000.0
