,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,260687000000.0,83898000000.0,1204923000000.0,1436853000000.0,25736000000.0,189909000000.0,2667512000000.0,85032000000.0,69658000000.0,1254072000000.0,129300000000.0,281969000000.0,13851000000.0,28252000000.0,370793000000.0,693957000000.0,26793000000.0,105900000000.0,16115000000.0,579980000000.0,1304427000000.0,212197000000.0,894197000000.0,430194000000.0,323184000000.0,433782000000.0,189843000000.0
2019-03-31,295822000000.0,83649000000.0,1254042000000.0,1417794000000.0,29054000000.0,189408000000.0,2700890000000.0,85032000000.0,74784000000.0,1133100000000.0,139280000000.0,322318000000.0,116013000000.0,26246000000.0,367781000000.0,768815000000.0,25057000000.0,92385000000.0,118602000000.0,482962000000.0,1317605000000.0,255937000000.0,799654000000.0,438684000000.0,335988000000.0,436356000000.0,204535000000.0
2018-03-31,206777000000.0,84388000000.0,1165633000000.0,1298062000000.0,26258000000.0,200666000000.0,2489953000000.0,85032000000.0,101228000000.0,987546000000.0,104551000000.0,309282000000.0,141096000000.0,3866000000.0,357027000000.0,630730000000.0,2940000000.0,76988000000.0,143990000000.0,454834000000.0,1237811000000.0,277383000000.0,782003000000.0,392331000000.0,421051000000.0,387225000000.0,183991000000.0
2017-03-31,206087000000.0,84544000000.0,1220540000000.0,1112715000000.0,22893000000.0,208578000000.0,2356148000000.0,85032000000.0,96645000000.0,837968000000.0,121110000000.0,330876000000.0,105171000000.0,6953000000.0,344093000000.0,626676000000.0,5048000000.0,77177000000.0,108331000000.0,424527000000.0,1159884000000.0,227821000000.0,575752000000.0,360845000000.0,463292000000.0,358301000000.0,173147000000.0
