,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable
2020-12-31,5669000000.0,82814000000.0,160492000000.0,345457000000.0,655000000.0,42374000000.0,506604000000.0,73303000000.0,7125000000.0,188481000000.0,51978000000.0,859000000.0,19256000000.0,59631000000.0,108440000000.0,19219000000.0,2962000000.0,83729000000.0,380349000000.0,17601000000.0,339788000000.0,500000000.0,285268000000.0,27825000000.0,44107000000.0
2019-12-31,4469000000.0,82820000000.0,178607000000.0,324475000000.0,616000000.0,47082000000.0,503698000000.0,73303000000.0,6198000000.0,202783000000.0,58481000000.0,-34431000000.0,20829000000.0,53993000000.0,120023000000.0,20792000000.0,-2505000000.0,82813000000.0,377403000000.0,18184000000.0,320006000000.0,500000000.0,282603000000.0,34109000000.0,51542000000.0
2018-12-31,5265000000.0,82820000000.0,195221000000.0,303027000000.0,542000000.0,33780000000.0,498790000000.0,73303000000.0,11689000000.0,189957000000.0,65202000000.0,-43053000000.0,19181000000.0,65071000000.0,129903000000.0,19143000000.0,-11129000000.0,71987000000.0,387244000000.0,15113000000.0,297762000000.0,70500000000.0,206964000000.0,33020000000.0,75831000000.0
2017-12-31,5485000000.0,82820000000.0,213310000000.0,297032000000.0,490000000.0,34447000000.0,510832000000.0,73303000000.0,11115000000.0,176911000000.0,55749000000.0,-36002000000.0,16233000000.0,66479000000.0,157398000000.0,16203000000.0,-4081000000.0,75090000000.0,397506000000.0,16518000000.0,291547000000.0,70500000000.0,215542000000.0,33870000000.0,100940000000.0
