,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,59368000000.0,56016000000.0,4948413000000.0,556689000000.0,103454000000.0,3354000000.0,154487000000.0,5608556000000.0,81129000000.0,149237000000.0,421580000000.0,247309000000.0,56153000000.0,-2036000000.0,30302000000.0,259652000000.0,2535749000000.0,26946000000.0,759580000000.0,514000000.0,2191942000000.0,3108085000000.0,162706000000.0,441168000000.0,1585000000.0,2689384000000.0,2157785000000.0,8227000000.0,252967000000.0
2019-03-31,13404000000.0,9074000000.0,3562142000000.0,428275000000.0,96096000000.0,503000000.0,109522000000.0,4086513000000.0,34231000000.0,92179000000.0,379150000000.0,147337000000.0,32711000000.0,5820000000.0,13233000000.0,99058000000.0,2316691000000.0,12729000000.0,515904000000.0,8432000000.0,952562000000.0,2841127000000.0,233476000000.0,382160000000.0,620000000.0,2638603000000.0,1090472000000.0,10667000000.0,248215000000.0
2018-03-31,9840000000.0,9060000000.0,3303434000000.0,397188000000.0,58847000000.0,373000000.0,110824000000.0,3759469000000.0,34231000000.0,87066000000.0,339910000000.0,118663000000.0,16885000000.0,13987000000.0,5009000000.0,82212000000.0,2109225000000.0,4634000000.0,404824000000.0,16669000000.0,779638000000.0,2742278000000.0,205819000000.0,370463000000.0,5550000000.0,2566273000000.0,1067105000000.0,1177000000.0,247209000000.0
2017-03-31,7064000000.0,7821000000.0,3175065000000.0,355643000000.0,49174000000.0,189000000.0,92217000000.0,3579882000000.0,34231000000.0,88095000000.0,299671000000.0,114706000000.0,13612000000.0,13920000000.0,6316000000.0,83565000000.0,2014241000000.0,6124000000.0,420415000000.0,16677000000.0,681624000000.0,2766802000000.0,104464000000.0,334967000000.0,4052000000.0,2589294000000.0,1036484000000.0,1796000000.0,215570000000.0
