,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-04-30,3695000000.0,18646000000.0,140956000000.0,148482000000.0,1213000000.0,6412000000.0,290651000000.0,19912000000.0,3617000000.0,121848000000.0,15006000000.0,7875000000.0,-11924000000.0,6083000000.0,64813000000.0,71072000000.0,6082000000.0,-5425000000.0,82986000000.0,173966000000.0,16046000000.0,136912000000.0,59813000000.0,48922000000.0,45723000000.0,26447000000.0
2019-04-30,4227000000.0,18640000000.0,153059000000.0,149795000000.0,1127000000.0,10012000000.0,303981000000.0,19912000000.0,3315000000.0,119242000000.0,14614000000.0,14729000000.0,-7999000000.0,5848000000.0,63738000000.0,76473000000.0,5847000000.0,-3452000000.0,84186000000.0,177449000000.0,17542000000.0,130839000000.0,66808000000.0,54522000000.0,43588000000.0,30181000000.0
2018-04-30,5224000000.0,18645000000.0,157430000000.0,142634000000.0,1116000000.0,8910000000.0,301180000000.0,19912000000.0,6647000000.0,110066000000.0,14039000000.0,16364000000.0,-5989000000.0,2546000000.0,61664000000.0,77187000000.0,2545000000.0,-3191000000.0,84822000000.0,173798000000.0,18426000000.0,121046000000.0,66779000000.0,55922000000.0,38708000000.0,29879000000.0
2017-04-30,6083000000.0,18644000000.0,165696000000.0,135587000000.0,1122000000.0,8294000000.0,302405000000.0,19912000000.0,6237000000.0,102750000000.0,13235000000.0,18371000000.0,-5719000000.0,3658000000.0,64202000000.0,81560000000.0,3657000000.0,-3736000000.0,83039000000.0,174657000000.0,16597000000.0,111133000000.0,66319000000.0,57433000000.0,37899000000.0,33061000000.0
