,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,8576000000.0,28792000000.0,478766000000.0,249846000000.0,4212000000.0,52012000000.0,732824000000.0,51466000000.0,12620000000.0,150926000000.0,87202000000.0,18662000000.0,10575000000.0,14918000000.0,167695000000.0,10163000000.0,20039000000.0,40302000000.0,479049000000.0,177016000000.0,57608000000.0,241270000000.0,2178000000.0,21583000000.0,223869000000.0,125717000000.0,9450000000.0
2019-03-31,9210000000.0,28789000000.0,493056000000.0,235210000000.0,3484000000.0,57778000000.0,731750000000.0,51466000000.0,12441000000.0,134559000000.0,86523000000.0,20396000000.0,10444000000.0,21385000000.0,178310000000.0,9904000000.0,10045000000.0,42022000000.0,473522000000.0,180080000000.0,58494000000.0,226000000000.0,809000000.0,30922000000.0,228223000000.0,114523000000.0,11544000000.0
2018-03-31,9267000000.0,28787000000.0,475650000000.0,220418000000.0,3139000000.0,57210000000.0,699207000000.0,51466000000.0,13324000000.0,117384000000.0,87899000000.0,22781000000.0,7388000000.0,20317000000.0,161600000000.0,6697000000.0,10045000000.0,44384000000.0,455624000000.0,171490000000.0,55438000000.0,211151000000.0,51000000.0,30956000000.0,226151000000.0,106842000000.0,11588000000.0
2017-03-31,8044000000.0,28782000000.0,476178000000.0,200596000000.0,2857000000.0,56931000000.0,679631000000.0,51466000000.0,12643000000.0,98392000000.0,90832000000.0,21956000000.0,7892000000.0,18372000000.0,136217000000.0,7209000000.0,45000000.0,43536000000.0,456920000000.0,157655000000.0,49120000000.0,192552000000.0,70000000.0,25151000000.0,249129000000.0,101419000000.0,11248000000.0
