,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable
2021-02-20,903000000.0,18637000000.0,67411000000.0,384387000000.0,29841000000.0,451798000000.0,17086000000.0,7651000000.0,346301000000.0,8786000000.0,2363000000.0,3494000000.0,18486000000.0,58625000000.0,3494000000.0,3774000000.0,139659000000.0,276371000000.0,31371000000.0,383484000000.0,193000000000.0,6622000000.0,50612000000.0,24024000000.0
2020-02-20,1023000000.0,18637000000.0,42080000000.0,365901000000.0,16260000000.0,407981000000.0,17086000000.0,4402000000.0,327567000000.0,4922000000.0,2611000000.0,1992000000.0,26088000000.0,37158000000.0,1991000000.0,4011000000.0,131082000000.0,240113000000.0,33771000000.0,364878000000.0,152006000000.0,5971000000.0,51646000000.0,18661000000.0
2019-02-20,1045000000.0,18637000000.0,38350000000.0,359075000000.0,12909000000.0,397425000000.0,17086000000.0,6272000000.0,321056000000.0,4603000000.0,2296000000.0,389000000.0,24260000000.0,33747000000.0,388000000.0,3683000000.0,135698000000.0,224767000000.0,35526000000.0,358030000000.0,139000000000.0,4685000000.0,50550000000.0,18592000000.0
2018-02-20,1078000000.0,18637000000.0,44443000000.0,353091000000.0,16676000000.0,397534000000.0,17086000000.0,7603000000.0,314065000000.0,5203000000.0,3303000000.0,26000000.0,22849000000.0,39240000000.0,26000000.0,4671000000.0,132439000000.0,225303000000.0,38688000000.0,352013000000.0,143011000000.0,4136000000.0,47704000000.0,20202000000.0
