,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,28810000000.0,45007000000.0,1457484000000.0,514980000000.0,126253000000.0,105973000000.0,2098717000000.0,65400000000.0,52951000000.0,351636000000.0,183112000000.0,52937000000.0,88491000000.0,105784000000.0,422164000000.0,3228000000.0,59659000000.0,1201698000000.0,334887000000.0,444831000000.0,486170000000.0,500000000.0,81104000000.0,836117000000.0,33520000000.0,69189000000.0
2019-03-31,28695000000.0,45385000000.0,1482872000000.0,526866000000.0,124739000000.0,104788000000.0,2134477000000.0,65400000000.0,70690000000.0,329888000000.0,187804000000.0,86193000000.0,76178000000.0,124505000000.0,446649000000.0,3048000000.0,92957000000.0,1193910000000.0,387460000000.0,448234000000.0,498171000000.0,500000000.0,91907000000.0,834195000000.0,36445000000.0,81020000000.0
2018-03-31,30163000000.0,45385000000.0,1597593000000.0,513267000000.0,114776000000.0,124718000000.0,2225636000000.0,65400000000.0,60692000000.0,306642000000.0,220637000000.0,95840000000.0,76617000000.0,192797000000.0,478287000000.0,3212000000.0,102647000000.0,1290929000000.0,480036000000.0,347891000000.0,483104000000.0,500000000.0,125450000000.0,882692000000.0,38679000000.0,131405000000.0
2017-03-31,31287000000.0,45382000000.0,1533908000000.0,574430000000.0,109190000000.0,100628000000.0,2217528000000.0,65400000000.0,64294000000.0,355263000000.0,183323000000.0,108385000000.0,66333000000.0,177145000000.0,383456000000.0,3535000000.0,115205000000.0,1323665000000.0,481477000000.0,314766000000.0,543143000000.0,12800000000.0,129992000000.0,948758000000.0,36358000000.0,125118000000.0
