,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Term Investments
2021-02-28,2327000000.0,30136000000.0,110599000000.0,80182000000.0,424000000.0,6976000000.0,191205000000.0,33018000000.0,3203000000.0,10322000000.0,18059000000.0,6706000000.0,989000000.0,18312000000.0,29257000000.0,295000000.0,9908000000.0,8176000000.0,103377000000.0,35310000000.0,49202000000.0,77855000000.0,6229000000.0,61266000000.0,6699000000.0,5491000000.0,
2020-02-29,2647000000.0,30136000000.0,104045000000.0,90796000000.0,495000000.0,8279000000.0,195336000000.0,33018000000.0,1779000000.0,22143000000.0,17789000000.0,5499000000.0,664000000.0,21544000000.0,35008000000.0,432000000.0,13025000000.0,6955000000.0,107257000000.0,36889000000.0,47879000000.0,88149000000.0,7751000000.0,48923000000.0,4951000000.0,7055000000.0,
2019-02-28,2539000000.0,30136000000.0,115630000000.0,92234000000.0,491000000.0,6939000000.0,208355000000.0,33018000000.0,2799000000.0,20138000000.0,18320000000.0,8942000000.0,572000000.0,19005000000.0,51118000000.0,293000000.0,29886000000.0,10381000000.0,105155000000.0,48627000000.0,51462000000.0,89695000000.0,7671000000.0,44039000000.0,6543000000.0,7805000000.0,11857000000.0
2018-02-28,2451000000.0,30136000000.0,111007000000.0,92465000000.0,100000000.0,6313000000.0,203572000000.0,33018000000.0,2006000000.0,18094000000.0,19175000000.0,11217000000.0,633000000.0,15433000000.0,44434000000.0,297000000.0,24190000000.0,12636000000.0,100523000000.0,45999000000.0,53966000000.0,90014000000.0,7002000000.0,45099000000.0,5260000000.0,7476000000.0,15534000000.0
