,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Good Will
2021-03-31,5184000000.0,28391000000.0,34646000000.0,109258000000.0,196000000.0,12411000000.0,144100000000.0,19171000000.0,3675000000.0,56402000000.0,3044000000.0,5294000000.0,6842000000.0,49810000000.0,31220000000.0,6839000000.0,4131000000.0,6414000000.0,25277000000.0,99815000000.0,6982000000.0,104074000000.0,14000000.0,26273000000.0,382000000.0,20043000000.0,6671000000.0,
2020-03-31,3640000000.0,28277000000.0,44542000000.0,94172000000.0,159000000.0,12002000000.0,138873000000.0,19151000000.0,3860000000.0,43182000000.0,2707000000.0,3562000000.0,7552000000.0,47669000000.0,37346000000.0,7548000000.0,7997000000.0,4681000000.0,25259000000.0,99009000000.0,3220000000.0,90339000000.0,29000000.0,26676000000.0,3474000000.0,20775000000.0,7467000000.0,193000000.0
2019-03-31,3389000000.0,28207000000.0,44790000000.0,85560000000.0,117000000.0,10491000000.0,130467000000.0,19113000000.0,3377000000.0,33442000000.0,3003000000.0,4798000000.0,6816000000.0,45097000000.0,30251000000.0,6814000000.0,3500000000.0,5931000000.0,24221000000.0,92994000000.0,2850000000.0,81974000000.0,537000000.0,25398000000.0,11412000000.0,18585000000.0,7599000000.0,197000000.0
2018-03-31,3805000000.0,28137000000.0,42877000000.0,78230000000.0,83000000.0,9017000000.0,121190000000.0,19064000000.0,3122000000.0,26254000000.0,3944000000.0,4775000000.0,7129000000.0,35452000000.0,26803000000.0,7125000000.0,2997000000.0,5762000000.0,25947000000.0,79576000000.0,4545000000.0,74237000000.0,1164000000.0,21602000000.0,11977000000.0,18236000000.0,7998000000.0,188000000.0
