,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-12-31,9114000000.0,20450000000.0,339138000000.0,229021000000.0,13045000000.0,47876000000.0,581204000000.0,27669000000.0,10765000000.0,174097000000.0,79195000000.0,4595000000.0,6805000000.0,4760000000.0,50547000000.0,202852000000.0,4585000000.0,27990000000.0,22755000000.0,168924000000.0,292258000000.0,101553000000.0,215312000000.0,114602000000.0,57091000000.0,116344000000.0,58437000000.0
2019-12-31,7102000000.0,20421000000.0,364994000000.0,238270000000.0,14263000000.0,49960000000.0,617527000000.0,27639000000.0,13112000000.0,165548000000.0,86285000000.0,5101000000.0,24662000000.0,5441000000.0,37550000000.0,231023000000.0,5249000000.0,39818000000.0,40609000000.0,174863000000.0,299929000000.0,125091000000.0,226067000000.0,127421000000.0,47686000000.0,121846000000.0,61388000000.0
2018-12-31,7994000000.0,20396000000.0,357534000000.0,249776000000.0,15071000000.0,45824000000.0,622381000000.0,27609000000.0,15273000000.0,177545000000.0,80101000000.0,7130000000.0,24226000000.0,8288000000.0,42434000000.0,218089000000.0,6159000000.0,8057000000.0,35261000000.0,184689000000.0,298087000000.0,116193000000.0,234652000000.0,121390000000.0,58742000000.0,118990000000.0,64308000000.0
2018-03-31,10261000000.0,26719000000.0,363796000000.0,268921000000.0,21510000000.0,52296000000.0,654227000000.0,27587000000.0,16194000000.0,189186000000.0,89736000000.0,8945000000.0,25429000000.0,7627000000.0,43046000000.0,209055000000.0,6631000000.0,7676000000.0,50039000000.0,186017000000.0,315974000000.0,125403000000.0,249715000000.0,151367000000.0,64107000000.0,105367000000.0,71945000000.0
