,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-03-31,5065000000.0,70199000000.0,391075000000.0,512875000000.0,5017000000.0,35541000000.0,908967000000.0,69849000000.0,26741000000.0,372640000000.0,30812000000.0,187000000.0,5473000000.0,131359000000.0,135992000000.0,5472000000.0,21927000000.0,11392000000.0,372210000000.0,457940000000.0,68279000000.0,507810000000.0,35003000000.0,114366000000.0,224271000000.0,150471000000.0,42438000000.0
2020-03-31,3460000000.0,70199000000.0,363968000000.0,459380000000.0,9737000000.0,38776000000.0,833085000000.0,69849000000.0,28585000000.0,345688000000.0,30906000000.0,-26356000000.0,12768000000.0,80160000000.0,114289000000.0,12766000000.0,9218000000.0,-15092000000.0,359407000000.0,398374000000.0,59076000000.0,455920000000.0,31016000000.0,101224000000.0,218773000000.0,157389000000.0,43241000000.0
2019-03-31,3700000000.0,71978000000.0,374393000000.0,478438000000.0,10805000000.0,44588000000.0,863636000000.0,69849000000.0,24888000000.0,343323000000.0,30613000000.0,-6712000000.0,10443000000.0,97133000000.0,147786000000.0,10441000000.0,29198000000.0,5410000000.0,326061000000.0,443370000000.0,80062000000.0,474738000000.0,67029000000.0,106289000000.0,195994000000.0,148031000000.0,51353000000.0
2018-03-31,3659000000.0,71948000000.0,363474000000.0,461840000000.0,11021000000.0,46646000000.0,836335000000.0,69849000000.0,35394000000.0,322622000000.0,41537000000.0,-2579000000.0,4575000000.0,133928000000.0,126905000000.0,4573000000.0,10572000000.0,9574000000.0,270100000000.0,472472000000.0,85529000000.0,458181000000.0,68428000000.0,103906000000.0,195032000000.0,130816000000.0,46551000000.0
