,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,149976000000.0,36680000000.0,577198000000.0,228393000000.0,115195000000.0,386000000.0,104695000000.0,920786000000.0,28463000000.0,46080000000.0,158907000000.0,167044000000.0,48689000000.0,4343000000.0,6577000000.0,119198000000.0,339682000000.0,702000000.0,1616000000.0,8440000000.0,136893000000.0,455601000000.0,123050000000.0,29728000000.0,3330000000.0,256356000000.0,69719000000.0,30637000000.0,118738000000.0
2019-03-31,152823000000.0,36798000000.0,465049000000.0,239207000000.0,13374000000.0,603000000.0,79066000000.0,717630000000.0,28463000000.0,48461000000.0,152170000000.0,172042000000.0,,21776000000.0,3757000000.0,57949000000.0,229152000000.0,564000000.0,11819000000.0,26000000000.0,66365000000.0,336374000000.0,158311000000.0,86384000000.0,260000000.0,217850000000.0,62981000000.0,11854000000.0,109032000000.0
2018-03-31,157765000000.0,36723000000.0,450948000000.0,221093000000.0,13296000000.0,674000000.0,84451000000.0,685337000000.0,28463000000.0,35411000000.0,131453000000.0,179607000000.0,,24454000000.0,4463000000.0,102475000000.0,198011000000.0,282000000.0,2155000000.0,26895000000.0,55173000000.0,315493000000.0,152443000000.0,63328000000.0,,163479000000.0,72200000000.0,14128000000.0,90215000000.0
2017-03-31,163123000000.0,36727000000.0,447091000000.0,190544000000.0,10966000000.0,845000000.0,82375000000.0,648601000000.0,28463000000.0,40796000000.0,111056000000.0,184269000000.0,,14298000000.0,3574000000.0,66803000000.0,188120000000.0,174000000.0,957000000.0,16734000000.0,49704000000.0,295499000000.0,136701000000.0,27421000000.0,20000000.0,165589000000.0,73567000000.0,22291000000.0,82589000000.0
