,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable
2020-03-31,15017000000.0,15041000000.0,393187000000.0,1540687000000.0,213000000.0,253215000000.0,1934087000000.0,10065000000.0,63269000000.0,1707119000000.0,37504000000.0,-191538000000.0,72201000000.0,890402000000.0,355683000000.0,72199000000.0,-34740000000.0,82866000000.0,1501583000000.0,262420000000.0,1525670000000.0,326382000000.0,132536000000.0,88994000000.0,98074000000.0
2019-03-31,14090000000.0,12069000000.0,275506000000.0,1409712000000.0,5086000000.0,181429000000.0,1690304000000.0,10065000000.0,48455000000.0,1556881000000.0,30497000000.0,-169303000000.0,57994000000.0,844550000000.0,245009000000.0,57992000000.0,-12548000000.0,81550000000.0,1344972000000.0,191698000000.0,1395622000000.0,238410000000.0,78087000000.0,135470000000.0,59689000000.0
2018-03-31,14020000000.0,13742000000.0,310173000000.0,1319035000000.0,4540000000.0,136844000000.0,1633748000000.0,10065000000.0,77241000000.0,1564240000000.0,32097000000.0,-269012000000.0,37095000000.0,744555000000.0,278076000000.0,37094000000.0,-18333000000.0,83926000000.0,1276764000000.0,221943000000.0,1305015000000.0,243431000000.0,69742000000.0,141795000000.0,138015000000.0
2017-03-31,12825000000.0,13256000000.0,218006000000.0,1250840000000.0,132000000.0,77587000000.0,1468978000000.0,10065000000.0,49868000000.0,1489518000000.0,33897000000.0,-261999000000.0,49455000000.0,662763000000.0,184109000000.0,49453000000.0,-11398000000.0,86558000000.0,1140742000000.0,179398000000.0,1238015000000.0,283307000000.0,105675000000.0,39129000000.0,104181000000.0
