,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Term Investments
2021-03-31,16274000000.0,50864000000.0,1229394000000.0,444954000000.0,8149000000.0,203074000000.0,1682497000000.0,102135000000.0,34535000000.0,225891000000.0,151000000000.0,66064000000.0,12638000000.0,45134000000.0,397788000000.0,12519000000.0,75670000000.0,70511000000.0,1401573000000.0,158452000000.0,93560000000.0,428680000000.0,52216000000.0,680606000000.0,23428000000.0,36261000000.0,
2020-03-31,17908000000.0,50863000000.0,1182124000000.0,465647000000.0,8321000000.0,190082000000.0,1656092000000.0,102135000000.0,30861000000.0,256511000000.0,157562000000.0,56138000000.0,15344000000.0,31593000000.0,379291000000.0,15199000000.0,88800000000.0,60580000000.0,1400720000000.0,141385000000.0,80735000000.0,447739000000.0,54348000000.0,645271000000.0,21673000000.0,47454000000.0,58000000.0
2019-03-31,20675000000.0,59723000000.0,1173915000000.0,461358000000.0,7917000000.0,180946000000.0,1643190000000.0,102135000000.0,28056000000.0,229476000000.0,162402000000.0,70024000000.0,13033000000.0,28629000000.0,369665000000.0,12866000000.0,89464000000.0,73474000000.0,1360105000000.0,154291000000.0,95086000000.0,440683000000.0,62340000000.0,641848000000.0,31347000000.0,44093000000.0,1163000000.0
2018-03-31,17726000000.0,61948000000.0,1158683000000.0,446986000000.0,13595000000.0,168339000000.0,1619264000000.0,102135000000.0,27430000000.0,208973000000.0,175002000000.0,73930000000.0,8300000000.0,25168000000.0,350379000000.0,7408000000.0,78476000000.0,77353000000.0,1340683000000.0,145114000000.0,107441000000.0,429260000000.0,61658000000.0,633302000000.0,28327000000.0,40270000000.0,115000000.0
