,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable
2021-03-31,17163000000.0,78011000000.0,400802000000.0,1024562000000.0,202801000000.0,1425364000000.0,54961000000.0,14497000000.0,835240000000.0,73141000000.0,56350000000.0,90473000000.0,186538000000.0,327661000000.0,53128000000.0,87094000000.0,196967000000.0,1015696000000.0,105065000000.0,1007399000000.0,125014000000.0,191601000000.0,415342000000.0,90606000000.0
2020-03-31,10921000000.0,78011000000.0,448804000000.0,829691000000.0,257501000000.0,1278495000000.0,54961000000.0,12952000000.0,702990000000.0,66226000000.0,-6271000000.0,64730000000.0,149906000000.0,382578000000.0,64729000000.0,23039000000.0,175580000000.0,962484000000.0,64780000000.0,818770000000.0,188500000000.0,219063000000.0,392063000000.0,95938000000.0
2019-03-31,9054000000.0,78011000000.0,369512000000.0,888115000000.0,196295000000.0,1257627000000.0,54961000000.0,89158000000.0,748827000000.0,64630000000.0,6316000000.0,63925000000.0,177634000000.0,304882000000.0,63925000000.0,18137000000.0,150069000000.0,982897000000.0,51682000000.0,879061000000.0,215000000000.0,146887000000.0,354218000000.0,75448000000.0
2018-03-31,15882000000.0,78011000000.0,437197000000.0,771508000000.0,225378000000.0,1208705000000.0,54961000000.0,119644000000.0,625390000000.0,68745000000.0,13146000000.0,17847000000.0,87377000000.0,368452000000.0,17846000000.0,20664000000.0,125952000000.0,997102000000.0,51922000000.0,755626000000.0,286500000000.0,159511000000.0,344070000000.0,108607000000.0
