,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Term Investments
2020-05-15,1137000000.0,28342000000.0,163069000000.0,234971000000.0,15962000000.0,34356000000.0,414002000000.0,10290000000.0,15314000000.0,175590000000.0,17600000000.0,32121000000.0,20749000000.0,5189000000.0,57069000000.0,136274000000.0,5175000000.0,1903000000.0,26061000000.0,66810000000.0,211776000000.0,96969000000.0,201713000000.0,31182000000.0,5250000000.0,108211000000.0,93968000000.0,
2019-05-15,1073000000.0,28075000000.0,152080000000.0,206214000000.0,13999000000.0,31344000000.0,372293000000.0,10023000000.0,15986000000.0,154896000000.0,13990000000.0,35733000000.0,13220000000.0,4943000000.0,42833000000.0,126783000000.0,4926000000.0,2406000000.0,18531000000.0,61254000000.0,184830000000.0,84460000000.0,169408000000.0,26747000000.0,7153000000.0,98264000000.0,87254000000.0,1000000000.0
2018-05-15,1018000000.0,27545000000.0,135698000000.0,191975000000.0,12013000000.0,27264000000.0,339686000000.0,9492000000.0,18912000000.0,137270000000.0,16406000000.0,28233000000.0,17668000000.0,1863000000.0,44262000000.0,112321000000.0,1843000000.0,1206000000.0,22979000000.0,53365000000.0,171425000000.0,83782000000.0,162724000000.0,23190000000.0,2909000000.0,85061000000.0,78568000000.0,
2017-05-15,988000000.0,27013000000.0,111671000000.0,172375000000.0,3776000000.0,23542000000.0,287822000000.0,8960000000.0,14801000000.0,125500000000.0,11559000000.0,15133000000.0,10902000000.0,1355000000.0,33516000000.0,94262000000.0,1333000000.0,1206000000.0,16213000000.0,38326000000.0,165089000000.0,66931000000.0,156254000000.0,17373000000.0,4116000000.0,78399000000.0,65434000000.0,21000000000.0
