,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Good Will
2021-03-31,363449000000.0,102307000000.0,3181437000000.0,3236038000000.0,86511000000.0,139422000000.0,6503986000000.0,80462000000.0,72661000000.0,1369775000000.0,1083074000000.0,1683494000000.0,80537000000.0,238248000000.0,1188239000000.0,37615000000.0,435238000000.0,1742815000000.0,1043405000000.0,1948081000000.0,3068514000000.0,2872589000000.0,359811000000.0,984900000000.0,910124000000.0,292461000000.0,613579000000.0,
2020-03-31,193027000000.0,103515000000.0,2759116000000.0,2438807000000.0,81730000000.0,125843000000.0,5279653000000.0,80462000000.0,64668000000.0,1267521000000.0,774176000000.0,987309000000.0,30881000000.0,533360000000.0,974314000000.0,30877000000.0,181082000000.0,1046616000000.0,991195000000.0,1739883000000.0,2162993000000.0,2084106000000.0,5273000000.0,880844000000.0,1010626000000.0,255738000000.0,519330000000.0,161674000000.0
2019-03-31,197362000000.0,103507000000.0,2699238000000.0,2479718000000.0,82218000000.0,78514000000.0,5261174000000.0,80462000000.0,53287000000.0,1178773000000.0,732027000000.0,1116976000000.0,30594000000.0,462359000000.0,957365000000.0,30590000000.0,212549000000.0,1176273000000.0,938030000000.0,1623784000000.0,2307688000000.0,2118640000000.0,3988000000.0,858968000000.0,955183000000.0,245182000000.0,506547000000.0,163716000000.0
2018-03-31,201644000000.0,105343000000.0,2624631000000.0,2553391000000.0,80478000000.0,88985000000.0,5258500000000.0,80462000000.0,54221000000.0,1084139000000.0,784287000000.0,1283447000000.0,27020000000.0,435626000000.0,1005876000000.0,27017000000.0,296775000000.0,1342731000000.0,889220000000.0,1493793000000.0,2486670000000.0,2191594000000.0,6359000000.0,773873000000.0,767296000000.0,223714000000.0,479253000000.0,160153000000.0
