,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-03-31,78125000000.0,22614000000.0,1031149000000.0,582512000000.0,18194000000.0,243649000000.0,1631855000000.0,70175000000.0,23383000000.0,503178000000.0,182046000000.0,4592000000.0,-13455000000.0,26398000000.0,217774000000.0,515487000000.0,26006000000.0,14818000000.0,607503000000.0,771894000000.0,143343000000.0,499795000000.0,508209000000.0,333616000000.0,8296000000.0,181414000000.0
2020-03-31,71852000000.0,22637000000.0,961532000000.0,539464000000.0,17041000000.0,183618000000.0,1518037000000.0,70175000000.0,41913000000.0,461499000000.0,177317000000.0,2644000000.0,-14847000000.0,29241000000.0,141319000000.0,465209000000.0,28625000000.0,3404000000.0,614431000000.0,672312000000.0,127557000000.0,464968000000.0,463529000000.0,319006000000.0,9105000000.0,167886000000.0
2019-03-31,69319000000.0,22832000000.0,976233000000.0,543617000000.0,16827000000.0,182217000000.0,1536677000000.0,70175000000.0,38659000000.0,471176000000.0,179749000000.0,12701000000.0,-20566000000.0,27419000000.0,173338000000.0,454402000000.0,26449000000.0,-712000000.0,577488000000.0,712263000000.0,137487000000.0,461597000000.0,478071000000.0,342082000000.0,8027000000.0,181498000000.0
2018-03-31,62411000000.0,24707000000.0,970532000000.0,529874000000.0,17618000000.0,178331000000.0,1518024000000.0,70175000000.0,47593000000.0,444717000000.0,173278000000.0,4180000000.0,-9725000000.0,13269000000.0,198044000000.0,445241000000.0,12653000000.0,10466000000.0,560240000000.0,730016000000.0,147908000000.0,463283000000.0,464059000000.0,352013000000.0,6979000000.0,173611000000.0
