,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2021-03-31,26918000000.0,65775000000.0,626624000000.0,554244000000.0,50627000000.0,123566000000.0,1231495000000.0,72717000000.0,28048000000.0,376402000000.0,84000000000.0,39350000000.0,19658000000.0,56188000000.0,526210000000.0,19657000000.0,6243000000.0,39547000000.0,435087000000.0,608632000000.0,141200000000.0,527326000000.0,323734000000.0,14201000000.0,200662000000.0,229329000000.0
2020-03-31,26902000000.0,64830000000.0,682400000000.0,542189000000.0,50491000000.0,129866000000.0,1275080000000.0,72717000000.0,35636000000.0,390781000000.0,91952000000.0,13861000000.0,26869000000.0,40647000000.0,569211000000.0,26867000000.0,14118000000.0,14057000000.0,435217000000.0,660752000000.0,125340000000.0,515287000000.0,322416000000.0,19839000000.0,262053000000.0,239232000000.0
2019-03-31,23620000000.0,66275000000.0,749364000000.0,542648000000.0,53809000000.0,149613000000.0,1345821000000.0,72717000000.0,45522000000.0,375389000000.0,66988000000.0,28267000000.0,26136000000.0,41493000000.0,642766000000.0,26134000000.0,6264000000.0,28482000000.0,433589000000.0,732201000000.0,130275000000.0,519028000000.0,382665000000.0,20483000000.0,262521000000.0,282434000000.0
2018-03-31,21163000000.0,66244000000.0,742344000000.0,502386000000.0,50461000000.0,144530000000.0,1295191000000.0,72717000000.0,64922000000.0,337998000000.0,81453000000.0,25427000000.0,8264000000.0,45225000000.0,629979000000.0,8262000000.0,15639000000.0,25685000000.0,428751000000.0,712091000000.0,124922000000.0,481223000000.0,359429000000.0,12728000000.0,242515000000.0,307013000000.0
