,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,3150000000.0,1439000000.0,35433000000.0,46757000000.0,95000000.0,7485000000.0,82285000000.0,7079000000.0,956000000.0,44157000000.0,1254000000.0,-5918000000.0,1636000000.0,17649000000.0,30964000000.0,1589000000.0,1916000000.0,-1685000000.0,6168000000.0,45217000000.0,26114000000.0,43607000000.0,11841000000.0,2109000000.0,14771000000.0,17425000000.0
2019-03-31,3297000000.0,1439000000.0,37935000000.0,39542000000.0,67000000.0,6788000000.0,77544000000.0,7079000000.0,833000000.0,35709000000.0,1287000000.0,-4685000000.0,1556000000.0,13595000000.0,31544000000.0,1509000000.0,2450000000.0,-412000000.0,4215000000.0,39972000000.0,28504000000.0,36245000000.0,13257000000.0,4056000000.0,12287000000.0,17511000000.0
2018-03-31,3624000000.0,1439000000.0,35877000000.0,35378000000.0,45000000.0,5675000000.0,71300000000.0,7079000000.0,1756000000.0,27854000000.0,1963000000.0,-994000000.0,46000000.0,10542000000.0,26208000000.0,,2661000000.0,444000000.0,4165000000.0,35807000000.0,27658000000.0,31754000000.0,11992000000.0,6790000000.0,11517000000.0,14310000000.0
2017-03-31,3964000000.0,4066000000.0,28655000000.0,31880000000.0,37000000.0,3247000000.0,60572000000.0,7079000000.0,1532000000.0,23453000000.0,2117000000.0,-2718000000.0,50000000.0,8735000000.0,20710000000.0,,1694000000.0,-1204000000.0,3487000000.0,31998000000.0,21073000000.0,27916000000.0,10647000000.0,4887000000.0,11084000000.0,12788000000.0
