,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,19768000000.0,80456000000.0,503366000000.0,505505000000.0,21013000000.0,53063000000.0,1029884000000.0,67176000000.0,15306000000.0,405842000000.0,73941000000.0,-47969000000.0,9702000000.0,137298000000.0,217939000000.0,9698000000.0,10233000000.0,-10307000000.0,383978000000.0,466452000000.0,149984000000.0,485737000000.0,3138000000.0,157739000000.0,211486000000.0,152971000000.0,97193000000.0
2019-03-31,19550000000.0,80426000000.0,526056000000.0,536676000000.0,23724000000.0,54438000000.0,1086456000000.0,67176000000.0,17650000000.0,400720000000.0,66506000000.0,-11646000000.0,9638000000.0,129965000000.0,285411000000.0,9633000000.0,42003000000.0,26133000000.0,378333000000.0,507618000000.0,171317000000.0,517126000000.0,1696000000.0,198790000000.0,174139000000.0,159517000000.0,130333000000.0
2018-03-31,18191000000.0,80264000000.0,531296000000.0,537175000000.0,23839000000.0,57436000000.0,1092310000000.0,67176000000.0,16852000000.0,362859000000.0,81156000000.0,26876000000.0,18934000000.0,131283000000.0,307960000000.0,18931000000.0,46688000000.0,44691000000.0,351875000000.0,511346000000.0,191964000000.0,518984000000.0,1953000000.0,218206000000.0,142180000000.0,143052000000.0,141797000000.0
2017-03-31,17174000000.0,79676000000.0,558944000000.0,461350000000.0,23661000000.0,57530000000.0,1043955000000.0,67176000000.0,18639000000.0,308395000000.0,83803000000.0,6103000000.0,21057000000.0,139573000000.0,318603000000.0,21052000000.0,48655000000.0,24040000000.0,329183000000.0,506284000000.0,170257000000.0,444176000000.0,12284000000.0,203978000000.0,156538000000.0,131810000000.0,150212000000.0
