,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt
2021-03-31,15014000000.0,11562000000.0,302037000000.0,333995000000.0,36741000000.0,30141000000.0,672773000000.0,23370000000.0,11815000000.0,302916000000.0,51821000000.0,58633000000.0,-3853000000.0,20150000000.0,85377000000.0,168810000000.0,20150000000.0,15349000000.0,170428000000.0,329279000000.0,79269000000.0,260348000000.0,1933000000.0,125292000000.0,81406000000.0,104862000000.0,100797000000.0,
2020-03-31,15891000000.0,18242000000.0,240301000000.0,396793000000.0,40619000000.0,19777000000.0,677713000000.0,23370000000.0,4807000000.0,369102000000.0,26193000000.0,58283000000.0,-13921000000.0,9330000000.0,61931000000.0,145752000000.0,9331000000.0,5626000000.0,215664000000.0,303475000000.0,75070000000.0,322619000000.0,4064000000.0,117912000000.0,52684000000.0,112840000000.0,92839000000.0,6483000000.0
2019-03-31,14205000000.0,18436000000.0,251076000000.0,401998000000.0,38361000000.0,20368000000.0,691435000000.0,23370000000.0,2208000000.0,351476000000.0,26628000000.0,59066000000.0,8716000000.0,8752000000.0,70785000000.0,172455000000.0,8751000000.0,18758000000.0,183457000000.0,338983000000.0,86972000000.0,328727000000.0,5002000000.0,142496000000.0,50777000000.0,117046000000.0,118053000000.0,11824000000.0
2018-03-31,10404000000.0,18502000000.0,236084000000.0,393499000000.0,18116000000.0,17245000000.0,647699000000.0,23370000000.0,1838000000.0,331913000000.0,26935000000.0,19389000000.0,19714000000.0,7551000000.0,124956000000.0,154019000000.0,7552000000.0,25072000000.0,159834000000.0,357908000000.0,92613000000.0,363706000000.0,13776000000.0,128764000000.0,53456000000.0,87567000000.0,110303000000.0,7047000000.0
