,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Deferred Long Term Liab
2020-03-31,13798000000.0,134707000000.0,462205000000.0,394372000000.0,7904000000.0,53370000000.0,864481000000.0,68259000000.0,14375000000.0,234667000000.0,31419000000.0,18626000000.0,-43261000000.0,18008000000.0,130746000000.0,295683000000.0,18008000000.0,3171000000.0,-8806000000.0,275064000000.0,515871000000.0,23114000000.0,361948000000.0,18057000000.0,182890000000.0,126444000000.0,169803000000.0,143964000000.0,
2019-03-31,9375000000.0,137464000000.0,334867000000.0,399703000000.0,7557000000.0,39479000000.0,742127000000.0,68259000000.0,9343000000.0,202172000000.0,24002000000.0,8284000000.0,-8192000000.0,16650000000.0,122432000000.0,235465000000.0,16650000000.0,4551000000.0,11256000000.0,244388000000.0,445554000000.0,17876000000.0,382044000000.0,21045000000.0,151349000000.0,75400000000.0,141385000000.0,109344000000.0,
2018-03-31,9877000000.0,142605000000.0,334591000000.0,365967000000.0,7286000000.0,45435000000.0,707844000000.0,68258000000.0,20775000000.0,210883000000.0,21565000000.0,7248000000.0,-55779000000.0,9367000000.0,104894000000.0,236205000000.0,8823000000.0,20304000000.0,-46283000000.0,223152000000.0,443709000000.0,14491000000.0,348842000000.0,1499000000.0,166419000000.0,76677000000.0,150122000000.0,98342000000.0,279000000.0
2017-03-31,8689000000.0,144218000000.0,317094000000.0,321394000000.0,4824000000.0,4763000000.0,643312000000.0,68259000000.0,5847000000.0,159911000000.0,20446000000.0,4714000000.0,-50994000000.0,15779000000.0,78832000000.0,200128000000.0,9249000000.0,17917000000.0,-49649000000.0,199585000000.0,405575000000.0,8970000000.0,307991000000.0,14609000000.0,174283000000.0,96435000000.0,120441000000.0,99934000000.0,312000000.0
