,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Inventory,Accounts Payable
2020-03-31,546000000.0,4445000000.0,29258000000.0,145490000000.0,269000000.0,9260000000.0,175017000000.0,5174000000.0,3396000000.0,132886000000.0,4293000000.0,2985000000.0,1728000000.0,36005000000.0,24965000000.0,1726000000.0,5458000000.0,20944000000.0,121925000000.0,29874000000.0,144944000000.0,11109000000.0,41522000000.0,29893000000.0,11213000000.0
2019-03-31,412000000.0,4445000000.0,33574000000.0,134936000000.0,253000000.0,13039000000.0,168763000000.0,5174000000.0,2656000000.0,121677000000.0,8168000000.0,3640000000.0,2332000000.0,31519000000.0,25406000000.0,2330000000.0,6109000000.0,20575000000.0,110720000000.0,34724000000.0,134524000000.0,10619000000.0,46555000000.0,19371000000.0,7986000000.0
2018-03-31,484000000.0,4445000000.0,32505000000.0,125450000000.0,237000000.0,9588000000.0,158192000000.0,5174000000.0,4558000000.0,109078000000.0,10051000000.0,6753000000.0,46000000.0,21067000000.0,22454000000.0,45000000.0,9217000000.0,21102000000.0,97953000000.0,38607000000.0,124966000000.0,11819000000.0,40164000000.0,20345000000.0,8639000000.0
2017-03-31,494000000.0,4445000000.0,36590000000.0,114089000000.0,226000000.0,16827000000.0,150905000000.0,5174000000.0,3897000000.0,99897000000.0,9589000000.0,4573000000.0,56000000.0,30781000000.0,27001000000.0,55000000.0,7023000000.0,20043000000.0,98787000000.0,31525000000.0,113595000000.0,8657000000.0,36878000000.0,18574000000.0,6232000000.0
