,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,5762000000.0,22631000000.0,363865000000.0,164732000000.0,8522000000.0,41033000000.0,537119000000.0,42129000000.0,24898000000.0,93159000000.0,40290000000.0,6813000000.0,5611000000.0,32677000000.0,186040000000.0,5174000000.0,20000000000.0,7436000000.0,189124000000.0,262856000000.0,73766000000.0,158970000000.0,83767000000.0,134883000000.0,121514000000.0,41346000000.0
2019-03-31,4613000000.0,22631000000.0,343643000000.0,170054000000.0,9618000000.0,41963000000.0,523315000000.0,42129000000.0,24954000000.0,95069000000.0,39281000000.0,10225000000.0,6220000000.0,21536000000.0,180969000000.0,5765000000.0,10000000000.0,10847000000.0,189857000000.0,249336000000.0,73289000000.0,165441000000.0,91094000000.0,122368000000.0,111752000000.0,39043000000.0
2018-03-31,4172000000.0,22648000000.0,343766000000.0,168193000000.0,10459000000.0,45729000000.0,522418000000.0,42129000000.0,18092000000.0,93113000000.0,39817000000.0,10303000000.0,6499000000.0,22379000000.0,172456000000.0,6015000000.0,10000000000.0,10922000000.0,183369000000.0,254501000000.0,73877000000.0,164021000000.0,100386000000.0,130369000000.0,113644000000.0,42913000000.0
2017-03-31,4195000000.0,22557000000.0,334561000000.0,173981000000.0,10439000000.0,40602000000.0,518981000000.0,42129000000.0,18366000000.0,97633000000.0,38072000000.0,11662000000.0,3223000000.0,15304000000.0,172656000000.0,2715000000.0,10000000000.0,12267000000.0,169397000000.0,229068000000.0,113098000000.0,169786000000.0,95310000000.0,122507000000.0,100088000000.0,41842000000.0
