,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,17152000000.0,33388000000.0,531290000000.0,278254000000.0,10565000000.0,40731000000.0,820109000000.0,31066000000.0,8191000000.0,193183000000.0,40858000000.0,21273000000.0,20617000000.0,2315000000.0,40014000000.0,292769000000.0,1779000000.0,5080000000.0,32562000000.0,350584000000.0,289727000000.0,139058000000.0,239829000000.0,191563000000.0,197663000000.0,49959000000.0,110888000000.0
2019-03-31,13351000000.0,33657000000.0,494658000000.0,263948000000.0,10749000000.0,31288000000.0,769355000000.0,31066000000.0,6181000000.0,169587000000.0,36502000000.0,9079000000.0,29638000000.0,2114000000.0,31022000000.0,290277000000.0,1403000000.0,10010000000.0,41581000000.0,319962000000.0,280134000000.0,144715000000.0,241518000000.0,194026000000.0,167879000000.0,48905000000.0,124231000000.0
2018-03-31,14098000000.0,33586000000.0,488057000000.0,255014000000.0,7565000000.0,31812000000.0,750636000000.0,31066000000.0,10266000000.0,155268000000.0,40143000000.0,9723000000.0,35094000000.0,1752000000.0,28108000000.0,288823000000.0,743000000.0,5025000000.0,47034000000.0,309706000000.0,268787000000.0,146570000000.0,231193000000.0,184499000000.0,159091000000.0,45914000000.0,111837000000.0
2017-03-31,14266000000.0,34290000000.0,463317000000.0,234241000000.0,7268000000.0,31561000000.0,704826000000.0,31066000000.0,10286000000.0,141527000000.0,39034000000.0,11530000000.0,27358000000.0,1970000000.0,28402000000.0,265310000000.0,878000000.0,30000000.0,39294000000.0,300111000000.0,241021000000.0,135928000000.0,208445000000.0,162498000000.0,158973000000.0,39835000000.0,95166000000.0
