,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Short Long Term Debt
2020-03-31,11548000000.0,43367000000.0,1376089000000.0,791786000000.0,4233000000.0,408145000000.0,2172108000000.0,81447000000.0,121303000000.0,583303000000.0,120254000000.0,83669000000.0,68648000000.0,262963000000.0,1125410000000.0,18635000000.0,100089000000.0,391049000000.0,1349264000000.0,351599000000.0,780238000000.0,110000000.0,745659000000.0,130425000000.0,219229000000.0,520653000000.0,
2019-03-31,11661000000.0,43267000000.0,1334252000000.0,753277000000.0,3646000000.0,391879000000.0,2091175000000.0,81447000000.0,97161000000.0,507094000000.0,113140000000.0,121469000000.0,52962000000.0,322658000000.0,1062323000000.0,4022000000.0,128110000000.0,331699000000.0,1322397000000.0,372456000000.0,741616000000.0,422000000.0,713507000000.0,158789000000.0,188649000000.0,530420000000.0,
2018-03-31,10541000000.0,45304000000.0,1404388000000.0,666020000000.0,3774000000.0,414140000000.0,2074182000000.0,81447000000.0,118071000000.0,424194000000.0,136247000000.0,115075000000.0,50933000000.0,394550000000.0,1103667000000.0,1801000000.0,121642000000.0,340929000000.0,1330113000000.0,341666000000.0,655479000000.0,187000000.0,638249000000.0,164474000000.0,179056000000.0,509027000000.0,30000000000.0
2017-03-31,8418000000.0,45304000000.0,1440272000000.0,548532000000.0,4018000000.0,414824000000.0,1992822000000.0,81447000000.0,112903000000.0,319834000000.0,134544000000.0,101947000000.0,25040000000.0,374093000000.0,1117072000000.0,1075000000.0,108452000000.0,353645000000.0,1304646000000.0,301073000000.0,540114000000.0,112000000.0,618203000000.0,188656000000.0,199335000000.0,517834000000.0,20000000000.0
