,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,466408000000.0,19135000000.0,2261495000000.0,922342000000.0,466495000000.0,259731000000.0,3650332000000.0,89699000000.0,58509000000.0,807959000000.0,261028000000.0,195998000000.0,5549000000.0,47092000000.0,180648000000.0,1162328000000.0,47092000000.0,93532000000.0,13878000000.0,778417000000.0,1310906000000.0,851511000000.0,259936000000.0,8945000000.0,570413000000.0,838139000000.0,492391000000.0,436070000000.0
2019-03-31,216664000000.0,20438000000.0,1819732000000.0,998702000000.0,353184000000.0,263461000000.0,3171618000000.0,89699000000.0,44935000000.0,820454000000.0,226960000000.0,126838000000.0,68111000000.0,70587000000.0,201678000000.0,1005134000000.0,70587000000.0,92520000000.0,76433000000.0,735918000000.0,1291223000000.0,730388000000.0,655200000000.0,5352000000.0,549992000000.0,582965000000.0,489266000000.0,482858000000.0
2018-03-31,232629000000.0,21688000000.0,1816471000000.0,927141000000.0,325073000000.0,250196000000.0,3068685000000.0,89699000000.0,38797000000.0,738882000000.0,228983000000.0,122849000000.0,76872000000.0,62146000000.0,231929000000.0,1028950000000.0,62146000000.0,126669000000.0,85168000000.0,675745000000.0,1254818000000.0,720498000000.0,571663000000.0,6720000000.0,530571000000.0,552971000000.0,446801000000.0,486832000000.0
2017-03-31,249328000000.0,22378000000.0,1699526000000.0,820318000000.0,342208000000.0,330572000000.0,2862052000000.0,89699000000.0,173475000000.0,603908000000.0,219102000000.0,108256000000.0,104333000000.0,83574000000.0,160866000000.0,906735000000.0,14790000000.0,55000000000.0,113337000000.0,626204000000.0,1231134000000.0,563556000000.0,462734000000.0,34196000000.0,453217000000.0,573689000000.0,409380000000.0,243539000000.0
