,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable,Good Will
2021-03-31,143960000000.0,272517000000.0,2690967000000.0,3891012000000.0,185705000000.0,385905000000.0,6767684000000.0,187457000000.0,121834000000.0,2796451000000.0,436434000000.0,634587000000.0,36951000000.0,897395000000.0,1498659000000.0,36951000000.0,98348000000.0,691417000000.0,1923597000000.0,2789736000000.0,1873440000000.0,3747052000000.0,15527000000.0,1028821000000.0,755874000000.0,726159000000.0,1014406000000.0,
2020-03-31,82619000000.0,272375000000.0,2092932000000.0,3397136000000.0,161733000000.0,395618000000.0,5651801000000.0,187457000000.0,90194000000.0,2767466000000.0,283300000000.0,169838000000.0,117856000000.0,597816000000.0,1423067000000.0,117856000000.0,50505000000.0,226653000000.0,1805487000000.0,2346318000000.0,1285752000000.0,3300748000000.0,121177000000.0,885461000000.0,352970000000.0,651670000000.0,891949000000.0,13769000000.0
2019-03-31,72080000000.0,268776000000.0,2022048000000.0,3595694000000.0,174672000000.0,210359000000.0,5792414000000.0,187457000000.0,96163000000.0,2794682000000.0,321941000000.0,344779000000.0,29774000000.0,711638000000.0,1293947000000.0,29774000000.0,37379000000.0,401582000000.0,1689949000000.0,2612310000000.0,1374089000000.0,3509402000000.0,182921000000.0,1009049000000.0,406160000000.0,612539000000.0,939550000000.0,14212000000.0
2018-03-31,65803000000.0,265985000000.0,1990124000000.0,3598321000000.0,175972000000.0,197061000000.0,5764417000000.0,187457000000.0,85533000000.0,2674138000000.0,395941000000.0,470741000000.0,35020000000.0,783338000000.0,1290336000000.0,35020000000.0,105158000000.0,528418000000.0,1591207000000.0,2563833000000.0,1497389000000.0,3521353000000.0,151122000000.0,993549000000.0,303847000000.0,550291000000.0,923272000000.0,11165000000.0
