,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,3048000000.0,27727000000.0,74200000000.0,200615000000.0,89000000.0,17592000000.0,274904000000.0,19556000000.0,10470000000.0,156082000000.0,13624000000.0,698000000.0,-2750000000.0,1983000000.0,60679000000.0,47729000000.0,1963000000.0,6298000000.0,6398000000.0,44242000000.0,170835000000.0,54098000000.0,196869000000.0,4222000000.0,38283000000.0,12847000000.0,57181000000.0,18730000000.0
2019-03-31,3272000000.0,27727000000.0,93375000000.0,213101000000.0,152000000.0,27332000000.0,306628000000.0,19556000000.0,9773000000.0,162936000000.0,13393000000.0,1370000000.0,2882000000.0,2453000000.0,85655000000.0,69572000000.0,2104000000.0,8520000000.0,13693000000.0,43050000000.0,200119000000.0,56364000000.0,208459000000.0,4405000000.0,37846000000.0,10410000000.0,62440000000.0,21665000000.0
2018-03-31,3953000000.0,27771000000.0,91960000000.0,215076000000.0,229000000.0,22360000000.0,307265000000.0,19556000000.0,13728000000.0,163217000000.0,19178000000.0,2358000000.0,4532000000.0,727000000.0,74725000000.0,54793000000.0,555000000.0,1884000000.0,21744000000.0,41578000000.0,188230000000.0,70419000000.0,208765000000.0,4851000000.0,40665000000.0,17989000000.0,54261000000.0,21414000000.0
2017-03-31,5435000000.0,27772000000.0,95142000000.0,212645000000.0,643000000.0,25219000000.0,308430000000.0,19556000000.0,14370000000.0,155545000000.0,23243000000.0,3788000000.0,9772000000.0,1056000000.0,63963000000.0,54592000000.0,1033000000.0,4701000000.0,26988000000.0,44809000000.0,180334000000.0,73008000000.0,203422000000.0,8342000000.0,41239000000.0,17307000000.0,52420000000.0,16859000000.0
