,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,78741000000.0,118062000000.0,1471115000000.0,1095350000000.0,84222000000.0,156435000000.0,2650687000000.0,147873000000.0,79907000000.0,849268000000.0,167272000000.0,71950000000.0,-19853000000.0,23794000000.0,173698000000.0,630775000000.0,18215000000.0,108131000000.0,455000000.0,1006509000000.0,1128452000000.0,341241000000.0,944659000000.0,481192000000.0,673068000000.0,393655000000.0,212323000000.0
2019-03-31,85537000000.0,117760000000.0,1574407000000.0,1132371000000.0,81573000000.0,164070000000.0,2788351000000.0,147873000000.0,74517000000.0,817263000000.0,175153000000.0,85712000000.0,49475000000.0,24455000000.0,168507000000.0,696493000000.0,21978000000.0,94094000000.0,69833000000.0,996876000000.0,1191329000000.0,404442000000.0,961122000000.0,528778000000.0,702761000000.0,419527000000.0,240554000000.0
2018-03-31,28501000000.0,117572000000.0,1423726000000.0,1092029000000.0,77159000000.0,164309000000.0,2592914000000.0,147873000000.0,84380000000.0,763504000000.0,179543000000.0,40146000000.0,63080000000.0,14349000000.0,141101000000.0,676526000000.0,12902000000.0,62974000000.0,83711000000.0,927029000000.0,1152666000000.0,430223000000.0,1023382000000.0,487512000000.0,567657000000.0,439673000000.0,245550000000.0
2017-03-31,31516000000.0,121091000000.0,1296609000000.0,1022477000000.0,77699000000.0,158942000000.0,2396785000000.0,147873000000.0,90349000000.0,691290000000.0,175876000000.0,45779000000.0,62223000000.0,15079000000.0,143111000000.0,669976000000.0,13513000000.0,110234000000.0,83045000000.0,881434000000.0,1066709000000.0,356268000000.0,945182000000.0,423917000000.0,450757000000.0,409332000000.0,229192000000.0
