,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,462197000000.0,257638000000.0,9991362000000.0,2993608000000.0,82558000000.0,1530589000000.0,13067528000000.0,221111000000.0,192308000000.0,2754461000000.0,3248228000000.0,443818000000.0,-239602000000.0,2035667000000.0,982666000000.0,2898751000000.0,27084000000.0,702702000000.0,-118532000000.0,887968000000.0,6433177000000.0,2804701000000.0,2087593000000.0,5124759000000.0,3620541000000.0,126013000000.0,282727000000.0
2019-03-31,458670000000.0,257625000000.0,9211936000000.0,2897074000000.0,65907000000.0,50529000000.0,12174917000000.0,221111000000.0,137905000000.0,2555585000000.0,4354717000000.0,430679000000.0,-137247000000.0,2170791000000.0,1161032000000.0,670997000000.0,33962000000.0,17320000000.0,-61343000000.0,550022000000.0,6118863000000.0,2445892000000.0,2007725000000.0,4702529000000.0,4186222000000.0,115695000000.0,293480000000.0
2018-03-31,467856000000.0,267291000000.0,8619688000000.0,2682424000000.0,123870000000.0,26274000000.0,11425982000000.0,220961000000.0,105380000000.0,2315283000000.0,4192931000000.0,368625000000.0,-121111000000.0,1878705000000.0,1321241000000.0,600253000000.0,32041000000.0,4759000000.0,-45566000000.0,547748000000.0,6264283000000.0,1898765000000.0,1845943000000.0,4304281000000.0,3826504000000.0,111001000000.0,262301000000.0
2017-03-31,413354000000.0,268138000000.0,8577722000000.0,2507698000000.0,146475000000.0,105612000000.0,11231895000000.0,220524000000.0,116037000000.0,2077474000000.0,4077292000000.0,341178000000.0,-58438000000.0,1853559000000.0,1039870000000.0,645446000000.0,45680000000.0,4391000000.0,-21270000000.0,509717000000.0,6132415000000.0,1981672000000.0,1753166000000.0,4289267000000.0,3854984000000.0,117863000000.0,251800000000.0
