,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,1511000000.0,24226000000.0,38826000000.0,192464000000.0,504000000.0,8175000000.0,231794000000.0,24356000000.0,4106000000.0,106461000000.0,21789000000.0,37421000000.0,715000000.0,36329000000.0,17024000000.0,677000000.0,49029000000.0,24605000000.0,96677000000.0,108286000000.0,190953000000.0,23342000000.0,19462000000.0,13000000.0,13438000000.0,5237000000.0
2019-03-31,1519000000.0,24226000000.0,30816000000.0,182262000000.0,444000000.0,5701000000.0,213522000000.0,24356000000.0,5493000000.0,106026000000.0,15085000000.0,27654000000.0,764000000.0,26325000000.0,13801000000.0,644000000.0,39261000000.0,25503000000.0,95782000000.0,89954000000.0,180743000000.0,23039000000.0,26962000000.0,1930000000.0,13963000000.0,4347000000.0
2018-03-31,1716000000.0,24226000000.0,36996000000.0,175701000000.0,390000000.0,8546000000.0,213087000000.0,24356000000.0,8136000000.0,102834000000.0,17672000000.0,24285000000.0,600000000.0,24371000000.0,17448000000.0,500000000.0,35892000000.0,26396000000.0,100599000000.0,83776000000.0,173985000000.0,23288000000.0,28872000000.0,1876000000.0,15932000000.0,4894000000.0
2017-03-31,1845000000.0,24226000000.0,29019000000.0,157453000000.0,329000000.0,6894000000.0,186801000000.0,24356000000.0,7617000000.0,101755000000.0,11707000000.0,7116000000.0,638000000.0,27109000000.0,15656000000.0,517000000.0,19954000000.0,26308000000.0,97218000000.0,60792000000.0,155608000000.0,21039000000.0,24729000000.0,1656000000.0,16724000000.0,4849000000.0
