,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,1694060000000.0,2252672000000.0,11551506000000.0,9061103000000.0,2401524000000.0,337382000000.0,2851814000000.0,23014133000000.0,937950000000.0,1670504000000.0,6499942000000.0,2399770000000.0,980841000000.0,-629461000000.0,3327816000000.0,1033574000000.0,6607612000000.0,1153042000000.0,474786000000.0,23908000000.0,9534291000000.0,6703501000000.0,773624000000.0,6386202000000.0,24791000000.0,3717303000000.0,2165778000000.0,257329000000.0,928024000000.0
2019-03-31,1627762000000.0,2341206000000.0,10490356000000.0,9264913000000.0,2539877000000.0,322602000000.0,2286371000000.0,22295146000000.0,937950000000.0,585528000000.0,5954305000000.0,2364828000000.0,886531000000.0,31452000000.0,3314186000000.0,946134000000.0,5228071000000.0,1124467000000.0,506578000000.0,182087000000.0,9012947000000.0,6579966000000.0,873754000000.0,6750620000000.0,22112000000.0,4670375000000.0,2865181000000.0,331634000000.0,912142000000.0
2018-03-31,1589448000000.0,2396555000000.0,9975790000000.0,9050358000000.0,2515296000000.0,336307000000.0,2129172000000.0,21541444000000.0,937950000000.0,326514000000.0,6125957000000.0,2209142000000.0,841283000000.0,-410104000000.0,2821238000000.0,895003000000.0,4622437000000.0,1173946000000.0,622302000000.0,200638000000.0,8812174000000.0,5869160000000.0,1608141000000.0,6619627000000.0,19414000000.0,4244034000000.0,2953855000000.0,354181000000.0,860896000000.0
2017-03-31,1663403000000.0,2862035000000.0,9691750000000.0,9052479000000.0,2506096000000.0,,1076411000000.0,21250325000000.0,937950000000.0,282821000000.0,5626155000000.0,2362427000000.0,1314645000000.0,-373661000000.0,2260658000000.0,925213000000.0,4131393000000.0,768871000000.0,681958000000.0,1562000000.0,9719021000000.0,5312423000000.0,980175000000.0,6074431000000.0,63844000000.0,3156227000000.0,3172362000000.0,365379000000.0,1612996000000.0
