,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,22502000000.0,110267000000.0,1334358000000.0,367744000000.0,5682000000.0,158724000000.0,1707784000000.0,50000000000.0,14983000000.0,248027000000.0,226425000000.0,-40550000000.0,19750000000.0,28340000000.0,396336000000.0,19475000000.0,29395000000.0,1456485000000.0,121968000000.0,87079000000.0,345242000000.0,63271000000.0,707117000000.0,15374000000.0,27409000000.0
2019-03-31,23516000000.0,110274000000.0,1306216000000.0,417319000000.0,5394000000.0,164542000000.0,1728929000000.0,50000000000.0,15412000000.0,253199000000.0,222824000000.0,3846000000.0,13149000000.0,26549000000.0,367238000000.0,12832000000.0,57768000000.0,1442314000000.0,134512000000.0,115438000000.0,393803000000.0,69342000000.0,714616000000.0,23209000000.0,30907000000.0
2018-03-31,21439000000.0,129375000000.0,1277031000000.0,389997000000.0,4949000000.0,136354000000.0,1671977000000.0,50000000000.0,21873000000.0,214979000000.0,229685000000.0,-4357000000.0,10778000000.0,29943000000.0,328782000000.0,10450000000.0,59583000000.0,1407466000000.0,119709000000.0,112585000000.0,368558000000.0,49783000000.0,716874000000.0,18110000000.0,28009000000.0
2017-03-31,17040000000.0,129373000000.0,1267736000000.0,355707000000.0,4425000000.0,124291000000.0,1627868000000.0,50000000000.0,24595000000.0,180620000000.0,233321000000.0,-4286000000.0,8084000000.0,29071000000.0,366590000000.0,7732000000.0,60181000000.0,1370288000000.0,126702000000.0,105754000000.0,338667000000.0,54451000000.0,666464000000.0,18585000000.0,31126000000.0
