,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,2007000000.0,12332000000.0,104195000000.0,193100000000.0,194000000.0,17277000000.0,297489000000.0,11316000000.0,4544000000.0,170254000000.0,10876000000.0,-802000000.0,4312000000.0,31502000000.0,54474000000.0,3508000000.0,10000000000.0,5384000000.0,195714000000.0,73464000000.0,21992000000.0,191093000000.0,896000000.0,36067000000.0,38746000000.0,455000000.0,15487000000.0
2019-03-31,1937000000.0,12332000000.0,107314000000.0,186691000000.0,208000000.0,17800000000.0,294213000000.0,11316000000.0,4666000000.0,158372000000.0,13068000000.0,4671000000.0,4181000000.0,16940000000.0,51458000000.0,3646000000.0,,9438000000.0,190310000000.0,69401000000.0,28384000000.0,184754000000.0,10276000000.0,37085000000.0,42616000000.0,434000000.0,15731000000.0
2018-03-31,1918000000.0,12332000000.0,103934000000.0,182421000000.0,204000000.0,18301000000.0,286559000000.0,11316000000.0,5724000000.0,148112000000.0,14637000000.0,10661000000.0,2148000000.0,17755000000.0,52813000000.0,2018000000.0,10000000000.0,12377000000.0,175727000000.0,74225000000.0,32541000000.0,180503000000.0,14105000000.0,36271000000.0,36200000000.0,370000000.0,15535000000.0
2017-03-31,1911000000.0,12332000000.0,108798000000.0,171186000000.0,95000000.0,16069000000.0,280079000000.0,11316000000.0,5195000000.0,137823000000.0,13874000000.0,9715000000.0,2699000000.0,18592000000.0,44538000000.0,2243000000.0,,10908000000.0,167721000000.0,76125000000.0,31623000000.0,169275000000.0,17099000000.0,34925000000.0,50000000000.0,314000000.0,14399000000.0
