,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,7379000000.0,13613000000.0,63996000000.0,183916000000.0,1610000000.0,17424000000.0,249522000000.0,18942000000.0,2390000000.0,146997000000.0,2905000000.0,4364000000.0,723000000.0,30639000000.0,60015000000.0,721000000.0,640000000.0,6834000000.0,51581000000.0,154196000000.0,35643000000.0,176537000000.0,77293000000.0,1076000000.0,43874000000.0,16876000000.0
2019-03-31,1517000000.0,13613000000.0,64918000000.0,180344000000.0,1728000000.0,14762000000.0,246990000000.0,18942000000.0,2429000000.0,143200000000.0,3604000000.0,4589000000.0,111000000.0,36183000000.0,60198000000.0,110000000.0,1860000000.0,10880000000.0,52729000000.0,152490000000.0,40143000000.0,178827000000.0,71880000000.0,1116000000.0,41998000000.0,17809000000.0
2018-03-31,1768000000.0,13613000000.0,72679000000.0,174586000000.0,1778000000.0,16109000000.0,249043000000.0,18942000000.0,5444000000.0,133822000000.0,7362000000.0,8209000000.0,117000000.0,37702000000.0,62871000000.0,115000000.0,2554000000.0,14171000000.0,54473000000.0,148626000000.0,44059000000.0,172818000000.0,67713000000.0,2446000000.0,37767000000.0,18579000000.0
2017-03-31,1577000000.0,13611000000.0,68042000000.0,162040000000.0,1666000000.0,14549000000.0,231748000000.0,18942000000.0,4933000000.0,126370000000.0,5797000000.0,3117000000.0,127000000.0,35701000000.0,57665000000.0,125000000.0,3070000000.0,10704000000.0,51969000000.0,140564000000.0,37511000000.0,160463000000.0,63486000000.0,4580000000.0,36444000000.0,14943000000.0
