,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,8996000000.0,216414000000.0,976893000000.0,375232000000.0,11344000000.0,106897000000.0,1363469000000.0,104873000000.0,44590000000.0,44847000000.0,63007000000.0,9098000000.0,4777000000.0,52846000000.0,434209000000.0,4776000000.0,15000000000.0,10936000000.0,680524000000.0,496871000000.0,172301000000.0,366236000000.0,227648000000.0,479677000000.0,171787000000.0,120593000000.0
2019-03-31,11137000000.0,216414000000.0,995472000000.0,385158000000.0,10184000000.0,98507000000.0,1390814000000.0,104873000000.0,39937000000.0,35265000000.0,66132000000.0,28606000000.0,4494000000.0,63455000000.0,477866000000.0,4492000000.0,10000000000.0,30033000000.0,677613000000.0,515407000000.0,182163000000.0,374021000000.0,234121000000.0,451474000000.0,177894000000.0,145132000000.0
2018-03-31,13868000000.0,216420000000.0,989639000000.0,437024000000.0,6373000000.0,99379000000.0,1433036000000.0,104873000000.0,51475000000.0,73506000000.0,56588000000.0,42225000000.0,2503000000.0,59003000000.0,529717000000.0,2502000000.0,,43639000000.0,717927000000.0,496630000000.0,202108000000.0,423156000000.0,220255000000.0,403334000000.0,165897000000.0,142275000000.0
2017-03-31,15543000000.0,216531000000.0,953975000000.0,429920000000.0,4990000000.0,93176000000.0,1388885000000.0,104873000000.0,37172000000.0,73479000000.0,55129000000.0,35037000000.0,2218000000.0,90514000000.0,494493000000.0,2217000000.0,10000000000.0,36435000000.0,686813000000.0,486205000000.0,198106000000.0,414377000000.0,199840000000.0,404353000000.0,158679000000.0,128926000000.0
