,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Short Term Investments,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,13252000000.0,34243000000.0,158364000000.0,245497000000.0,24935000000.0,47041000000.0,428796000000.0,18675000000.0,16654000000.0,203375000000.0,32333000000.0,19346000000.0,-10796000000.0,13689000000.0,56382000000.0,98435000000.0,13320000000.0,2522000000.0,-9726000000.0,90439000000.0,229486000000.0,62584000000.0,212899000000.0,88121000000.0,60914000000.0,4713000000.0,7415000000.0,25326000000.0
2019-03-31,12107000000.0,34243000000.0,153015000000.0,233082000000.0,24016000000.0,47417000000.0,410113000000.0,18675000000.0,15929000000.0,186248000000.0,32969000000.0,20952000000.0,-6084000000.0,11794000000.0,53875000000.0,92505000000.0,11491000000.0,2962000000.0,-5015000000.0,89442000000.0,208047000000.0,67771000000.0,200023000000.0,72907000000.0,59477000000.0,6262000000.0,5859000000.0,22993000000.0
2018-03-31,9205000000.0,34243000000.0,155783000000.0,218237000000.0,23144000000.0,44622000000.0,397164000000.0,18675000000.0,17460000000.0,171161000000.0,32779000000.0,21108000000.0,-5842000000.0,9250000000.0,47573000000.0,92495000000.0,8912000000.0,3200000000.0,-4773000000.0,91246000000.0,196845000000.0,69510000000.0,187924000000.0,69053000000.0,56595000000.0,8516000000.0,6164000000.0,23420000000.0
2017-03-31,6385000000.0,31485000000.0,163647000000.0,196623000000.0,25607000000.0,39660000000.0,385877000000.0,18675000000.0,16409000000.0,157596000000.0,34906000000.0,18615000000.0,-11133000000.0,10754000000.0,55587000000.0,98104000000.0,10394000000.0,3432000000.0,-9114000000.0,86974000000.0,199627000000.0,63522000000.0,171623000000.0,67548000000.0,54257000000.0,11208000000.0,5826000000.0,21426000000.0
