,Intangible Assets,Capital Surplus,Total Liab,Total Stockholder Equity,Minority Interest,Deferred Long Term Liab,Other Current Liab,Total Assets,Common Stock,Other Current Assets,Retained Earnings,Other Liab,Good Will,Treasury Stock,Other Assets,Cash,Total Current Liabilities,Deferred Long Term Asset Charges,Short Long Term Debt,Other Stockholder Equity,Property Plant Equipment,Total Current Assets,Long Term Investments,Net Tangible Assets,Net Receivables,Long Term Debt,Inventory,Accounts Payable
2020-03-31,41420000000.0,24817000000.0,279061000000.0,86613000000.0,179000000.0,105000000.0,36696000000.0,365853000000.0,26996000000.0,18321000000.0,42090000000.0,18293000000.0,17426000000.0,-7290000000.0,8699000000.0,28928000000.0,90064000000.0,8509000000.0,25247000000.0,-5030000000.0,151223000000.0,88853000000.0,58232000000.0,27767000000.0,13806000000.0,154100000000.0,27798000000.0,20261000000.0
2019-03-31,38015000000.0,24261000000.0,290696000000.0,72163000000.0,14920000000.0,114000000.0,36213000000.0,377779000000.0,23470000000.0,15982000000.0,34432000000.0,17260000000.0,16644000000.0,-10000000000.0,6594000000.0,57240000000.0,91451000000.0,6394000000.0,26491000000.0,-1979000000.0,141760000000.0,114675000000.0,60091000000.0,17504000000.0,14214000000.0,168363000000.0,27239000000.0,22305000000.0
2018-03-31,3343000000.0,24261000000.0,214565000000.0,67496000000.0,14708000000.0,89000000.0,33212000000.0,296769000000.0,23470000000.0,19393000000.0,27152000000.0,9279000000.0,17833000000.0,-7387000000.0,7161000000.0,26142000000.0,95084000000.0,6977000000.0,37289000000.0,-1366000000.0,135285000000.0,75229000000.0,57918000000.0,46320000000.0,8131000000.0,99027000000.0,21563000000.0,19624000000.0
2017-03-31,2971000000.0,24261000000.0,206893000000.0,67904000000.0,14202000000.0,93000000.0,29141000000.0,288999000000.0,23470000000.0,16210000000.0,21967000000.0,8716000000.0,18928000000.0,-1794000000.0,8511000000.0,22274000000.0,102815000000.0,8003000000.0,48410000000.0,227000000.0,129993000000.0,68450000000.0,60146000000.0,46005000000.0,6388000000.0,86072000000.0,23578000000.0,19046000000.0
