,4063.T,6098.T,6861.T,6758.T,7203.T,8035.T,8306.T,9432.T,9433.T,9984.T,4519.T,4661.T,6367.T,6501.T,6594.T,6902.T,7741.T,7974.T,9983.T,^N225,hm_buy,whatbuy,position,market value,book value,ticker(0),quantity(0),price(0),ticker(1),quantity(1),price(1),ticker(2),quantity(2),price(2)
2017-01-04,0.6628368940089289,0.0,0.8666605150515412,0.0,0.502339332033833,0.8014776300419392,0.0,0.0,0.7249900138480453,0.5904780216635519,0.7285234201085501,0.7435372348802612,0.6408807570989423,0.6991369379142828,0.0,0.6920540224452069,0.0,0.5165493042460834,0.5146661486598664,0.7092951914931841,0.8666605150515412,6861.T,10000000.0,10000000.0,10000000.0,4063.T,0.0,0.0,4063.T,0.0,0.0,6861.T,0.0,0.0
2017-01-05,0.0,0.0,0.0,0.0,0.5021496972677862,0.0,0.0,0.0,0.6394623244584877,0.5544217637267863,0.6680241847488984,0.7061739936914798,0.6324923186802615,0.6513492965756507,0.0,0.0,0.0,0.5120622618458056,0.0,0.5617323455291977,0.7061739936914798,4661.T,9001032.0,10013953.389648438,10000000.886601925,4063.T,0.0,0.0,6861.T,0.0,0.0,4661.T,154.0,6486.8109519605505
2017-01-06,0.5788128545983674,0.0,0.0,0.0,0.5036754580004179,0.0,0.0,0.0,0.7156535654791205,0.5406258648633179,0.6604613394010257,0.5162959344653172,0.6536688288871887,0.6297825204503721,0.0,0.0,0.0,0.5298249978843317,0.0,0.0,0.7156535654791205,9433.T,8002671.0,10043683.742675781,10000001.881472578,6861.T,0.0,0.0,4661.T,154.0,6486.8109519605505,9433.T,390.0,2559.902550950393
2017-01-10,0.5147334625844776,0.5276527651911856,0.6119925946515669,0.0,0.5033436840182287,0.0,0.0,0.0,0.6227492554531182,0.5943178594726704,0.6824199687698321,0.6360304439858063,0.5620378467698497,0.6085095681187815,0.0,0.6528530039430459,0.5006122528597748,0.5077185525355812,0.0,0.5538816114647757,0.6824199687698321,4519.T,7003578.0,10028915.835449219,10000002.738240529,4661.T,154.0,6486.8109519605505,9433.T,390.0,2559.902550950393,4519.T,902.0,1107.6428567272192
2017-01-11,0.5134154430395405,0.5441064936582333,0.0,0.0,0.5033539761470176,0.0,0.0,0.0,0.6562542230302766,0.555949267679098,0.6425779933769347,0.5480567371203864,0.5794384481938829,0.5767372267072782,0.0,0.6078966278500594,0.0,0.5163095078228093,0.0,0.5491400106129825,0.6562542230302766,9433.T,7011574.0625,10028452.315185547,10008686.085696239,9433.T,390.0,2559.902550950393,4519.T,902.0,1107.6428567272192,9433.T,385.0,2596.509536513333
2017-01-12,0.5915122733315484,0.0,0.7184883863284061,0.0,0.5036464955372617,0.0,0.0,0.0,0.7646291737340729,0.5645064921497011,0.6333917486382111,0.7165720892483336,0.5917407849505776,0.6373031518970378,0.0,0.6470834131039136,0.5020808663187384,0.5184864984628361,0.0,0.6293745839645726,0.7646291737340729,9433.T,7021600.218,9974270.296125,10019044.400400866,4519.T,902.0,1107.6428567272192,9433.T,385.0,2596.509536513333,9433.T,384.0,2600.766026237709
2017-01-13,0.5378357653066644,0.0,0.6655577088013437,0.0,0.5030884751396862,0.0,0.0,0.0,0.6205310739626028,0.5447846343963678,0.5800558174218223,0.684563019160676,0.5144595714127017,0.6369484454568225,0.0,0.6162421403993216,0.0,0.5292592101392104,0.0,0.5815893345102893,0.684563019160676,4661.T,6989485.7785,10011585.060482422,9985201.6778052,9433.T,385.0,2596.509536513333,9433.T,384.0,2600.766026237709,4661.T,155.0,6434.616604337334
2017-01-16,0.0,0.0,0.6705159001672238,0.0,0.5033444980743965,0.6529071926585575,0.0,0.0,0.6759684388081372,0.0,0.6392336676390907,0.5929446382827438,0.5355235363431968,0.5804186957046911,0.0,0.6265630148479654,0.0,0.5350944763880702,0.0,0.5481565453854974,0.6759684388081372,9433.T,6997054.1785,9986734.1550625,9990786.3513374,9433.T,384.0,2600.766026237709,4661.T,155.0,6434.616604337334,9433.T,380.0,2625.4538028679763
2017-01-17,0.533050186807115,0.0,0.7605323534742322,0.5004779365223111,0.5053037939844032,0.5447751722487791,0.0,0.0,0.7650552301807516,0.5127212672159739,0.5557534222066667,0.720306371562672,0.6292315174865638,0.7019440079994866,0.0,0.7580081628023077,0.5141107429499342,0.5332563848076725,0.0,0.7111006234261715,0.7650552301807516,9433.T,6994153.3780000005,9949752.728830079,9988871.3877241,4661.T,155.0,6434.616604337334,9433.T,380.0,2625.4538028679763,9433.T,383.0,2610.130524704912
2017-01-18,0.598274830236511,0.0,0.7363572083656968,0.5010230418403141,0.5057642653475464,0.5941944684651544,0.0,0.0,0.8221116747489469,0.5199307542704529,0.5676987386796143,0.7018716872913919,0.6745826009886355,0.7596684443127355,0.0,0.7534787576597324,0.531101481908019,0.5361598245595359,0.0,0.7600870990761748,0.8221116747489469,9433.T,6968194.408500001,9943758.530326173,9965170.648751032,9433.T,380.0,2625.4538028679763,9433.T,383.0,2610.130524704912,9433.T,386.0,2589.698974609375
2017-01-19,0.6193404332493705,0.0,0.7390373950082195,0.5010826057925475,0.5029835744125555,0.7191654699964912,0.0,0.0,0.670610241183038,0.0,0.551714159200315,0.6656579136534109,0.6361959574901624,0.6751330262717886,0.0,0.5824124381765416,0.5512242625848994,0.5262268222972719,0.0,0.7037396097198572,0.7390373950082195,6861.T,6973758.8100000005,9953196.940371094,9953571.872641172,9433.T,383.0,2610.130524704912,9433.T,386.0,2589.698974609375,6861.T,48.0,20427.27640583273
2017-01-20,0.5841046284678816,0.0,0.6455089922663598,0.5001656696313378,0.5019993209527527,0.0,0.0,0.0,0.0,0.0,0.5848868702276266,0.6137604558899707,0.6059752029812708,0.6729305663150861,0.0,0.6956830313763439,0.536958672135336,0.5133742147356702,0.0,0.7032287565576375,0.7032287565576375,^N225,6981405.2625,9960842.76689453,9952614.154491689,9433.T,386.0,2589.698974609375,6861.T,48.0,20427.27640583273,^N225,52.0,19059.150390625
2017-01-23,0.5494482713471509,0.5076145827308742,0.0,0.5000050070444483,0.5035077965995789,0.0,0.0,0.0,0.7027219712679571,0.0,0.5540842107771053,0.6476544036075925,0.6121007909474439,0.6055285385380974,0.0,0.7630119655422671,0.5465314457358049,0.5069005683972505,0.0,0.6680410600128353,0.7630119655422671,6902.T,6974476.59,9941020.838046875,9944502.229861557,6861.T,48.0,20427.27640583273,^N225,52.0,19059.150390625,6902.T,227.0,4398.416528938703
2017-01-24,0.6121052960857479,0.0,0.0,0.5011982047949628,0.5053776114416446,0.0,0.0,0.0,0.7895926477826627,0.0,0.5352006986880341,0.5713885316808104,0.6617852915723519,0.6472865969719546,0.0,0.840600949710836,0.5546090040734475,0.5264432665783789,0.0,0.6917904632492294,0.840600949710836,6902.T,6961046.27,9907199.951640625,9950378.284820344,^N225,52.0,19059.150390625,6902.T,227.0,4398.416528938703,6902.T,230.0,4347.024532342433
2017-01-25,0.5229985692563252,0.0,0.0,0.0,0.5004407903437613,0.0,0.0,0.0,0.6583077071286518,0.0,0.5233608737564782,0.702449352342442,0.61704106470755,0.5248532267408702,0.0,0.7693957757863465,0.5376370724500179,0.5263252966466321,0.0,0.5655656938272023,0.7693957757863465,6902.T,6952705.978,9935768.24753125,9946586.876711786,6902.T,227.0,4398.416528938703,6902.T,230.0,4347.024532342433,6902.T,227.0,4386.011912792691
2017-01-26,0.0,0.520815005975066,0.0,0.0,0.5005618019275391,0.0,0.0,0.0,0.5754014107161004,0.0,0.0,0.6684434310677697,0.5424693797553582,0.5002069871605412,0.0,0.686859967648547,0.5313011349084942,0.5292343114153268,0.0,0.5806377671060425,0.686859967648547,6902.T,6951607.3765,9973276.080601562,9946696.853775587,6902.T,230.0,4347.024532342433,6902.T,227.0,4386.011912792691,6902.T,226.0,4423.2262417384345
2017-01-27,0.5823286451090989,0.0,0.0,0.0,0.5006562460647304,0.5094286004160448,0.0,0.0,0.0,0.0,0.0,0.0,0.5337023315733841,0.5494838103859216,0.0,0.8544253253997485,0.5072588126924442,0.5246017634703594,0.0,0.6564838004726742,0.8544253253997485,6902.T,6972712.198000001,9967836.228273438,9966330.878808688,6902.T,227.0,4386.011912792691,6902.T,226.0,4423.2262417384345,6902.T,224.0,4456.8966338029495
2017-01-30,0.7021627216794111,0.5944795237558496,0.0,0.0,0.5005501436108984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5423746093761772,0.5459098518232971,0.0,0.7466444246029537,0.0,0.5097625665324294,0.0,0.6307258115137767,0.7466444246029537,6902.T,6967213.828500001,9958738.651742188,9965056.293439848,6902.T,226.0,4423.2262417384345,6902.T,224.0,4456.8966338029495,6902.T,227.0,4404.618891344057
