Date,6758.T,7203.T,9984.T,^N225,average
2018-12-05,10000,65625.95273743375,10000,10000.0,23906.488184358437
2018-12-06,10000,65625.95273743375,10000,10000.0,23906.488184358437
2018-12-07,10000,65625.95273743375,10000,10000.0,23906.488184358437
2018-12-10,10000,65625.95273743375,10000,10000.0,23906.488184358437
2018-12-11,10000,65625.95273743375,10000,10000.0,23906.488184358437
2018-12-12,10000,65625.95273743375,10000,10000.0,23906.488184358437
2018-12-13,10000,65625.95273743375,10000,10000.0,23906.488184358437
2018-12-14,10000,65625.95273743375,10000,10000.0,23906.488184358437
2018-12-17,10000,65625.95273743375,10000,10000.0,23906.488184358437
2018-12-18,10000,65625.95273743375,10000,10000.0,23906.488184358437
2018-12-19,10000,65625.95273743375,10000,10000.0,23906.488184358437
2018-12-20,10000,59752.239328854695,10000,10000.0,22438.059832213672
2018-12-21,10000,59408.17565568937,10000,10000.0,22352.04391392234
2018-12-24,10000,62393.24355522702,10000,,27464.414518409005
2018-12-25,10000,66717.29589558858,10000,10000.0,24179.323973897146
2018-12-26,10000,63254.505098838956,10000,10000.0,23313.62627470974
2018-12-27,10000,63254.505098838956,10000,10000.0,23313.62627470974
2018-12-28,10000,63254.505098838956,10000,10000.0,23313.62627470974
2018-12-31,10000,71180.60041430789,10000,,30393.533471435963
2019-01-04,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-07,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-08,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-09,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-10,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-11,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-15,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-16,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-17,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-18,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-21,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-22,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-23,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-24,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-25,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-28,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-29,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-30,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-01-31,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-02-01,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-02-04,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-02-05,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-02-06,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-02-07,10000,73216.79734482043,10000,10000.0,25804.199336205107
2019-02-08,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-02-12,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-02-13,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-02-14,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-02-15,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-02-18,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-02-19,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-02-20,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-02-21,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-02-22,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-02-25,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-02-26,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-02-27,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-02-28,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-01,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-04,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-05,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-06,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-07,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-08,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-11,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-12,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-13,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-14,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-15,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-18,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-19,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-20,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-22,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-25,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-26,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-27,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-28,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-03-29,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-01,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-02,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-03,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-04,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-05,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-08,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-09,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-10,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-11,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-12,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-15,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-16,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-17,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-18,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-19,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-22,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-23,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-24,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-25,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-04-26,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-05-07,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-05-08,10000,75509.4085374345,10000,10000.0,26377.352134358625
2019-05-09,10000,75326.47737776798,10000,10000.0,26331.619344441995
2019-05-10,10000,76565.15395673217,10000,10000.0,26641.288489183044
2019-05-13,10000,77588.52272181469,10000,10000.0,26897.130680453673
2019-05-14,10000,76944.16537538808,10000,10000.0,26736.04134384702
2019-05-15,10000,76944.16537538808,10000,10000.0,26736.04134384702
2019-05-16,10000,76944.16537538808,10000,10000.0,26736.04134384702
2019-05-17,10000,76944.16537538808,10000,10000.0,26736.04134384702
2019-05-20,10000,76944.16537538808,10000,10000.0,26736.04134384702
2019-05-21,10000,76944.16537538808,10000,10000.0,26736.04134384702
2019-05-22,10000,76944.16537538808,10000,10000.0,26736.04134384702
2019-05-23,10000,76944.16537538808,10000,10000.0,26736.04134384702
2019-05-24,10000,76944.16537538808,10000,10000.0,26736.04134384702
